,od,birdorder,birdloc,avgCorr,quant025,quant50,quant975,pval,birdloc_lab
191,JapanKorea-SChina,Gruifor,dest,-0.045379748,-0.266397639,-0.038638696,0.160368995,0.558225806,destination
245,NChina-JapanKorea,Gruifor,dest,-0.029206883,-0.157949811,-0.022226436,0.139651832,0.559139785,destination
39,CA-JapanKorea,Anserifor,dest,0.277564859,-0.393684748,0.511420173,0.518669104,0.560017921,destination
473,SEA-SChina,Charadriifor,dest,-0.260516615,-0.464395145,-0.457250814,0.288655744,0.560573477,destination
13,Africa-Europe,Passerifor,dest,0.116586916,-0.379413188,0.219708578,0.377136849,0.560698925,destination
134,Europe-WA,Ciconiifor,ori,-0.10191871,-0.436889798,-0.151020663,0.422272864,0.560913978,origin
55,CA-Mongolia,Accipitrifor,dest,-0.159844667,-0.633711773,-0.300567677,0.780753202,0.563476703,destination
506,USAandCanada-JapanKorea,Accipitrifor,ori,0.195351195,-0.2957832,0.374253831,0.39471343,0.566863799,origin
405,SChina-NChina,Falconifor,dest,0.112513252,-0.424820873,0.198711449,0.378694982,0.567706093,destination
482,SEA-SChina,Passerifor,ori,-0.217903205,-0.433338953,-0.427212776,0.452824753,0.570304659,origin
83,Europe-Africa,Gruifor,dest,0.114838456,-0.16834283,0.142222647,0.321957735,0.570842294,destination
86,Europe-Africa,Passerifor,ori,0.235506038,-0.318150588,0.282389807,0.687152498,0.570949821,origin
514,USAandCanada-JapanKorea,Falconifor,ori,-0.108963829,-0.291613395,-0.27013285,0.350340161,0.573225806,origin
69,CA-Mongolia,Pelecanifor,dest,0.074847715,-0.450305107,0.170022685,0.329761348,0.578916694,destination
448,SEA-JapanKorea,Pelecanifor,ori,-0.188636685,-0.452821376,-0.445644754,0.668786076,0.580340502,origin
400,SChina-NChina,Anserifor,ori,0.093701628,-0.64092216,0.136523084,0.557777629,0.58078853,origin
425,SChina-SEA,Gruifor,dest,-0.061247885,-0.31177131,-0.061197941,0.145612541,0.582078853,destination
38,CA-JapanKorea,Accipitrifor,ori,-0.323433838,-0.604740469,-0.597470621,0.374985639,0.58327957,origin
516,USAandCanada-JapanKorea,Gruifor,ori,-0.139547589,-0.378879319,-0.35378834,0.44912594,0.593064516,origin
102,Europe-JapanKorea,Gruifor,ori,0.16907187,-0.277747964,0.125064641,0.776406503,0.593261649,origin
387,SChina-JapanKorea,Falconifor,dest,-0.39204838,-0.810844442,-0.533348278,0.308443459,0.593835125,destination
118,Europe-USAandCanada,Falconifor,ori,0.320222086,-0.39002598,0.541937636,0.546427454,0.600053763,origin
110,Europe-USAandCanada,Accipitrifor,ori,6.72E-05,-0.611652269,0.169450857,0.46352313,0.611774194,origin
375,Russia-WA,Pelecanifor,dest,0.068507045,-0.09054928,0.092917128,0.204995607,0.616666667,destination
308,Russia-Europe,Accipitrifor,ori,0.087475619,-0.507397027,0.12291852,0.717005484,0.621577061,origin
71,CA-Mongolia,Sulifor,dest,-0.102899876,-0.427878944,-0.072057534,0.073054384,0.623100358,destination
192,JapanKorea-SChina,Gruifor,ori,-0.106791695,-0.520369746,-0.064109283,0.118104703,0.624623656,origin
122,Europe-USAandCanada,Passerifor,ori,-0.140773462,-0.396215983,-0.37321469,0.687896539,0.625412186,origin
413,SChina-NChina,Sulifor,dest,0.336130674,-0.496244377,0.577610475,0.772849189,0.627706093,destination
399,SChina-NChina,Anserifor,dest,-0.125303913,-0.313070172,-0.213384426,0.229831288,0.630035842,destination
472,SEA-SChina,Anserifor,ori,-0.030482861,-0.246593772,-0.23443104,0.70582117,0.634982079,origin
220,NChina-CA,Anserifor,ori,-0.067422872,-0.222465351,-0.078972109,0.066239779,0.635591398,origin
324,Russia-Europe,Sulifor,ori,-0.073956617,-0.69621885,-0.102052421,0.440333577,0.635824373,origin
257,NChina-SChina,Charadriifor,dest,0.240235392,-0.628992966,0.2460791,0.818696599,0.635860215,destination
227,NChina-CA,Gruifor,dest,0.237387435,-0.4735778,0.3054702,0.727501107,0.642831541,destination
498,USAandCanada-Europe,Gruifor,ori,0.144210045,-0.452268324,0.340098805,0.518689777,0.643028674,origin
51,CA-JapanKorea,Pelecanifor,dest,0.160198353,-0.40383462,0.381033251,0.387541923,0.644928315,destination
161,JapanKorea-NChina,Sulifor,dest,0.072046836,-0.196104163,0.11482443,0.207599576,0.645645161,destination
266,NChina-SChina,Passerifor,ori,-0.210814718,-0.662172867,-0.193970812,0.356807236,0.645806452,origin
112,Europe-USAandCanada,Anserifor,ori,0.261408532,-0.627268848,0.647089868,0.673255255,0.64781362,origin
532,USAandCanada-LA,Falconifor,ori,-0.132339181,-0.419163983,-0.378482547,0.585554215,0.648514896,origin
18,Africa-Europe,Sulifor,ori,0.527910635,-0.437672119,0.902165253,0.967355205,0.650896057,origin
494,USAandCanada-Europe,Ciconiifor,ori,-0.097366737,-0.206028936,-0.193083776,0.447529041,0.652365591,origin
1,Africa-Europe,Accipitrifor,dest,-0.075756687,-0.419966334,-0.254938075,0.595152051,0.656397849,destination
524,USAandCanada-LA,Accipitrifor,ori,0.159849659,-0.615831115,0.436203387,0.478921497,0.657980106,origin
469,SEA-SChina,Accipitrifor,dest,-0.014457479,-0.377064348,0.084152887,0.091254094,0.659265233,destination
515,USAandCanada-JapanKorea,Gruifor,dest,0.273547648,-0.507213603,0.513242521,0.521449766,0.661505376,destination
526,USAandCanada-LA,Anserifor,ori,0.225080813,-0.789637407,0.511643468,0.561915166,0.66217403,origin
471,SEA-SChina,Anserifor,dest,-0.208332852,-0.495728084,-0.487672407,0.599531356,0.662741935,destination
318,Russia-Europe,Gruifor,ori,0.047819332,-0.510440502,0.073705549,0.755054483,0.665232975,origin
536,USAandCanada-LA,Passerifor,ori,0.22986921,-0.667199424,0.490011137,0.538819558,0.665668967,origin
401,SChina-NChina,Charadriifor,dest,-0.028411462,-0.34956917,-0.12153605,0.615977028,0.668530466,destination
126,Europe-USAandCanada,Sulifor,ori,-0.019045332,-0.401814863,-0.356218056,0.779846219,0.669713262,origin
435,SEA-JapanKorea,Anserifor,dest,-0.141081838,-0.362143906,-0.356757438,0.429125826,0.671630824,destination
386,SChina-JapanKorea,Ciconiifor,ori,0.132613966,-0.286195586,0.142043741,0.470234492,0.674265233,origin
97,Europe-JapanKorea,Ciconiifor,dest,0.121500044,-0.281125254,0.087104491,0.63550491,0.675143369,destination
166,JapanKorea-Russia,Anserifor,ori,-0.002105391,-0.270679578,0.041829873,0.064135078,0.675232975,origin
493,USAandCanada-Europe,Ciconiifor,dest,-0.037020826,-0.223001923,-0.137036409,0.375293096,0.675250896,destination
474,SEA-SChina,Charadriifor,ori,-0.113172284,-0.331867999,-0.324242235,0.518850794,0.680806452,origin
61,CA-Mongolia,Ciconiifor,dest,-0.075651448,-0.593265402,-0.285523276,0.944159856,0.68453405,destination
52,CA-JapanKorea,Pelecanifor,ori,0.068935872,-0.105671167,-0.098078836,0.575639261,0.686200717,origin
462,SEA-Russia,Gruifor,ori,0.158737187,-0.438577724,0.373850715,0.380882897,0.686702509,origin
408,SChina-NChina,Gruifor,ori,0.119144272,-0.636053391,0.296704504,0.521566343,0.686971326,origin
93,Europe-JapanKorea,Anserifor,dest,-0.003258162,-0.214675518,-0.060654286,0.46185189,0.688584229,destination
504,USAandCanada-Europe,Sulifor,ori,-0.00186058,-0.25103151,0.073124153,0.151947772,0.688763441,origin
476,SEA-SChina,Ciconiifor,ori,-0.1389919,-0.40835387,-0.399742743,0.598358242,0.688996416,origin
436,SEA-JapanKorea,Anserifor,ori,0.007181909,-0.256272696,-0.247717789,0.84198615,0.690412186,origin
484,SEA-SChina,Pelecanifor,ori,-0.115910064,-0.414206294,-0.403728726,0.694097683,0.690716846,origin
169,JapanKorea-Russia,Ciconiifor,dest,-0.13853351,-0.315311897,-0.280847065,0.184271636,0.692240143,destination
68,CA-Mongolia,Passerifor,ori,0.021652917,-0.809798381,0.143132498,0.469019851,0.694193548,origin
121,Europe-USAandCanada,Passerifor,dest,-0.015958148,-0.604852646,0.184684511,0.212820492,0.694892473,destination
111,Europe-USAandCanada,Anserifor,dest,-0.050740819,-0.694969732,0.161966262,0.194519125,0.696182796,destination
454,SEA-Russia,Anserifor,ori,-0.106298027,-0.300284222,-0.294198755,0.405690911,0.6990681,origin
384,SChina-JapanKorea,Charadriifor,ori,-0.273427762,-0.749230769,-0.379405402,0.351991985,0.700107527,origin
195,JapanKorea-SChina,Pelecanifor,dest,0.24769188,-0.213545322,0.372598275,0.658477386,0.701146953,destination
114,Europe-USAandCanada,Charadriifor,ori,-0.107355548,-0.63946497,0.083827436,0.117737034,0.704139785,origin
461,SEA-Russia,Gruifor,dest,0.12640994,-0.701477731,0.453095994,0.462298443,0.705752688,destination
379,SChina-JapanKorea,Accipitrifor,dest,0.14826946,-0.270043409,0.217695329,0.454104968,0.707007168,destination
457,SEA-Russia,Ciconiifor,dest,0.045098953,-0.666465737,0.295288596,0.304434267,0.707258065,destination
168,JapanKorea-Russia,Charadriifor,ori,0.041831826,-0.29407219,0.158899223,0.202577031,0.707885305,origin
177,JapanKorea-Russia,Pelecanifor,dest,0.036168498,-0.252753913,-0.020487378,0.411990629,0.71188172,destination
246,NChina-JapanKorea,Gruifor,ori,-0.006029287,-0.272478797,0.061687368,0.146589405,0.711935484,origin
455,SEA-Russia,Charadriifor,dest,0.181594206,-0.759547049,0.585676764,0.594286046,0.712043011,destination
465,SEA-Russia,Pelecanifor,dest,0.197141482,-0.50437805,0.519962303,0.524765965,0.712258065,destination
458,SEA-Russia,Ciconiifor,ori,-0.166009788,-0.49733383,-0.491608108,0.594181624,0.712275986,origin
453,SEA-Russia,Anserifor,dest,0.256640771,-0.592013754,0.652532065,0.657316866,0.712311828,destination
463,SEA-Russia,Passerifor,dest,0.082887365,-0.713698238,0.421310454,0.430261562,0.712311828,destination
466,SEA-Russia,Pelecanifor,ori,-0.157385661,-0.5050922,-0.498751746,0.626500903,0.712311828,origin
467,SEA-Russia,Sulifor,dest,-0.225211246,-0.67647779,-0.668132692,0.799393501,0.712311828,destination
459,SEA-Russia,Falconifor,dest,-0.193681064,-0.629889723,-0.621934276,0.755276678,0.712329749,destination
451,SEA-Russia,Accipitrifor,dest,0.158845158,-0.836673125,0.589119812,0.598702501,0.71234767,destination
456,SEA-Russia,Charadriifor,ori,-0.043334561,-0.340616774,-0.332588269,0.680809486,0.71234767,origin
464,SEA-Russia,Passerifor,ori,-0.283078894,-0.70779108,-0.702786684,0.658128264,0.71234767,origin
113,Europe-USAandCanada,Charadriifor,dest,-0.085137046,-0.502382896,0.044806219,0.066418859,0.717150538,destination
160,JapanKorea-NChina,Pelecanifor,ori,-0.043442776,-0.560562114,-0.006761397,0.045683967,0.717383513,origin
142,Europe-WA,Pelecanifor,ori,-0.076554471,-0.646176883,-0.104270895,0.540336649,0.718046595,origin
404,SChina-NChina,Ciconiifor,ori,0.098798755,-0.405540707,0.096960754,0.516366353,0.718405018,origin
258,NChina-SChina,Charadriifor,ori,-0.175077031,-0.641168322,-0.132683003,0.294958317,0.720483871,origin
76,Europe-Africa,Anserifor,ori,-0.131193071,-0.64643172,-0.178541246,0.547613547,0.7259319,origin
397,SChina-NChina,Accipitrifor,dest,0.086245186,-0.322488192,0.067182012,0.586325579,0.727634409,destination
312,Russia-Europe,Charadriifor,ori,0.038695669,-0.438558328,0.06148655,0.671957637,0.728458781,origin
217,NChina-CA,Accipitrifor,dest,0.024106022,-0.143010222,0.057173953,0.11697981,0.736379928,destination
72,CA-Mongolia,Sulifor,ori,-0.048703908,-0.587986986,-0.183682396,0.550842876,0.736810036,origin
554,WA-Africa,Passerifor,ori,-0.018252521,-0.403481558,-0.017131289,0.350472235,0.741774194,origin
22,Africa-Russia,Anserifor,ori,0.179694999,-0.261463609,0.107003499,0.84103442,0.743835125,origin
216,JapanKorea-USAandCanada,Sulifor,ori,-0.054561366,-0.842213865,0.049668227,0.78489757,0.744229391,origin
16,Africa-Europe,Pelecanifor,ori,-0.061070522,-0.37524206,-0.035542707,0.327916896,0.750716846,origin
383,SChina-JapanKorea,Charadriifor,dest,0.028319657,-0.253956042,0.056819403,0.192385186,0.753010753,destination
64,CA-Mongolia,Falconifor,ori,-0.074212107,-0.659354152,-0.244628713,0.653303648,0.754910394,origin
406,SChina-NChina,Falconifor,ori,-0.091165116,-0.502093269,-0.083353479,0.401247505,0.755806452,origin
60,CA-Mongolia,Charadriifor,ori,0.076888206,-0.677555057,0.074495615,0.599009139,0.763333333,origin
391,SChina-JapanKorea,Passerifor,dest,0.167847251,-0.460139333,0.248003982,0.770885001,0.764641577,destination
73,Europe-Africa,Accipitrifor,dest,0.137294082,-0.596642596,0.178833515,0.777796641,0.76734767,destination
417,SChina-SEA,Anserifor,dest,0.105388618,-0.262783597,0.072674163,0.670872747,0.771792115,destination
500,USAandCanada-Europe,Passerifor,ori,0.132542413,-0.152501805,0.055840061,0.526788771,0.777293907,origin
132,Europe-WA,Charadriifor,ori,-0.061150917,-0.653053133,-0.069895788,0.472546387,0.779050179,origin
345,Russia-SChina,Anserifor,dest,-0.046023828,-0.399970747,-0.033084183,0.207197448,0.78125448,destination
557,WA-Africa,Sulifor,dest,0.093749158,-0.307495743,-0.047855019,0.931479146,0.785806452,destination
409,SChina-NChina,Passerifor,dest,0.009773056,-0.320747982,-0.058758055,0.622419302,0.792831541,destination
253,NChina-SChina,Accipitrifor,dest,-0.16090852,-0.586742148,-0.092469142,0.145430566,0.793763441,destination
490,USAandCanada-Europe,Anserifor,ori,0.143845929,-0.153162522,0.081802546,0.54786096,0.803566308,origin
6,Africa-Europe,Charadriifor,ori,0.033512754,-0.791331071,0.043237145,0.592926071,0.805913978,origin
407,SChina-NChina,Gruifor,dest,-0.082677382,-0.531589343,-0.033824716,0.212837053,0.811218638,destination
501,USAandCanada-Europe,Pelecanifor,dest,0.063455756,-0.179611179,-0.008232699,0.39774748,0.813064516,destination
270,NChina-SChina,Sulifor,ori,-0.037654628,-0.587595601,-0.023179108,0.2598639,0.827437276,origin
28,Africa-Russia,Falconifor,ori,-0.016606406,-0.802132788,0.074526582,0.37416419,0.829856631,origin
106,Europe-JapanKorea,Pelecanifor,ori,0.033762179,-0.46732386,0.045379304,0.482784562,0.837060932,origin
352,Russia-SChina,Falconifor,ori,-0.034406752,-0.455068989,-0.010911609,0.216860987,0.840071685,origin
348,Russia-SChina,Charadriifor,ori,0.039512201,-0.185406405,0.025679974,0.359904226,0.843064516,origin
24,Africa-Russia,Charadriifor,ori,0.013798168,-0.355556152,-0.06082752,0.651245362,0.843637993,origin
316,Russia-Europe,Falconifor,ori,-0.010211113,-0.624398849,-0.030886658,0.44978444,0.853046595,origin
153,JapanKorea-NChina,Falconifor,dest,0.015704678,-0.220428437,0.031872803,0.14260091,0.857939068,destination
263,NChina-SChina,Gruifor,dest,-0.00169355,-0.555727993,-0.033447213,0.515196604,0.86188172,destination
277,Russia-Africa,Ciconiifor,dest,0.08239106,-0.410532508,0.061384239,0.526472941,0.865896057,destination
233,NChina-CA,Sulifor,dest,-0.05696168,-0.602209294,-0.151427513,0.686809023,0.871200717,destination
528,USAandCanada-LA,Charadriifor,ori,-0.090570869,-0.621663346,-0.027785764,0.055183505,0.873903342,origin
548,WA-Africa,Ciconiifor,ori,0.085202248,-0.241242685,-0.017926316,0.666113005,0.874713262,origin
496,USAandCanada-Europe,Falconifor,ori,-0.059799749,-0.536632635,0.095146922,0.268568121,0.875860215,origin
237,NChina-JapanKorea,Anserifor,dest,-0.069804881,-0.4061425,-0.007291596,0.056733065,0.878172043,destination
211,JapanKorea-USAandCanada,Passerifor,dest,0.11720974,-0.643847393,0.03625536,0.766609178,0.879928315,destination
488,USAandCanada-Europe,Accipitrifor,ori,0.081712911,-0.245520429,-0.060878055,0.569184686,0.880304659,origin
205,JapanKorea-USAandCanada,Ciconiifor,dest,0.11681783,-0.087922428,0.008064441,0.601669911,0.88921147,destination
410,SChina-NChina,Passerifor,ori,0.045016395,-0.33824653,-0.066552049,0.59441064,0.890770609,origin
356,Russia-SChina,Passerifor,ori,0.033527584,-0.174506352,0.009124421,0.440170768,0.895268817,origin
358,Russia-SChina,Pelecanifor,ori,-0.016191918,-0.169068422,-0.006956621,0.12526585,0.896397849,origin
491,USAandCanada-Europe,Charadriifor,dest,0.096109203,-0.246400084,0.038834622,0.49266261,0.898530466,destination
201,JapanKorea-USAandCanada,Anserifor,dest,0.081541011,-0.718280038,-0.00515973,0.796371589,0.898996416,destination
137,Europe-WA,Gruifor,dest,0.019321295,-0.531334126,0.029978187,0.65611064,0.899301075,destination
256,NChina-SChina,Anserifor,ori,-0.053747712,-0.682723425,0.098733902,0.324063135,0.905501792,origin
385,SChina-JapanKorea,Ciconiifor,dest,-0.04640885,-0.353272823,-0.028336294,0.262957954,0.922060932,destination
127,Europe-WA,Accipitrifor,dest,-0.022018766,-0.330586126,-0.00900379,0.168967793,0.925967742,destination
9,Africa-Europe,Falconifor,dest,0.044095288,-0.291043039,-0.016044639,0.440734431,0.93390681,destination
320,Russia-Europe,Passerifor,ori,-0.008594943,-0.512508787,0.010550907,0.70571633,0.937293907,origin
225,NChina-CA,Falconifor,dest,0.018435485,-0.545841417,-0.03048117,0.760443898,0.947311828,destination
129,Europe-WA,Anserifor,dest,0.042129181,-0.509319353,0.013184466,0.7351559,0.952634409,destination
212,JapanKorea-USAandCanada,Passerifor,ori,0.113134801,-0.664203464,0.031288167,0.791086744,0.95311828,origin
81,Europe-Africa,Falconifor,dest,-0.000506012,-0.536956411,-0.023532265,0.673361612,0.954283154,destination
322,Russia-Europe,Pelecanifor,ori,-0.017616105,-0.341103807,-0.003675393,0.389499042,0.955358423,origin
430,SChina-SEA,Pelecanifor,ori,0.036096651,-0.337220061,0.015589474,0.388817528,0.956003584,origin
251,NChina-JapanKorea,Sulifor,dest,-0.017672761,-0.807753538,-0.004324328,0.655104527,0.967096774,destination
167,JapanKorea-Russia,Charadriifor,dest,0.024661075,-0.333955044,-0.00410533,0.333712015,0.973189964,destination
313,Russia-Europe,Ciconiifor,dest,-0.005744534,-0.305393589,-0.002043098,0.610165025,0.97734767,destination
198,JapanKorea-SChina,Sulifor,ori,0.013179792,-0.33737913,0.004581255,0.472049168,0.978996416,origin
179,JapanKorea-Russia,Sulifor,dest,-0.05624958,-0.436316739,-0.002520279,0.271747107,0.980824373,destination
70,CA-Mongolia,Pelecanifor,ori,-0.039517187,-0.506291788,-0.016531813,0.560883383,0.982580645,origin
10,Africa-Europe,Falconifor,ori,-0.066706525,-0.713506493,-0.003638236,0.657311818,0.986827957,origin
382,SChina-JapanKorea,Anserifor,ori,0.045466802,-0.674177661,0.009862442,0.684596061,0.988315412,origin
380,SChina-JapanKorea,Accipitrifor,ori,-0.029896466,-0.381098484,-0.000339889,0.30018448,0.998942652,origin
87,Europe-Africa,Pelecanifor,dest,0.010222098,-0.3426346,5.23E-05,0.437500777,0.999946237,destination
523,USAandCanada-LA,Accipitrifor,dest,NA,NA,NA,NA,NA,destination
525,USAandCanada-LA,Anserifor,dest,NA,NA,NA,NA,NA,destination
527,USAandCanada-LA,Charadriifor,dest,NA,NA,NA,NA,NA,destination
529,USAandCanada-LA,Ciconiifor,dest,NA,NA,NA,NA,NA,destination
531,USAandCanada-LA,Falconifor,dest,NA,NA,NA,NA,NA,destination
533,USAandCanada-LA,Gruifor,dest,NA,NA,NA,NA,NA,destination
535,USAandCanada-LA,Passerifor,dest,NA,NA,NA,NA,NA,destination
537,USAandCanada-LA,Pelecanifor,dest,NA,NA,NA,NA,NA,destination
539,USAandCanada-LA,Sulifor,dest,NA,NA,NA,NA,NA,destination
