,od,birdorder,birdloc,avgCorr,quant025,quant50,quant975,pval,birdloc_lab
148,Mongolia-Qinghai,Anserifor,ori,0.355137309,-0.545808544,0.527528942,0.698459587,0.388282828,origin
86,Mongolia-CA,Passerifor,ori,-0.329529475,-0.874961501,-0.370370768,0.167669617,0.389621212,origin
78,Mongolia-CA,Charadriifor,ori,-0.327839066,-0.8948385,-0.359742157,0.173663455,0.389974747,origin
144,Mongolia-NChina,Sulifor,ori,0.205984597,-0.7246917,0.22482401,0.720224807,0.390479798,origin
186,Mongolia-WA,Charadriifor,ori,-0.214755201,-0.732729275,-0.202646599,0.189312128,0.399621212,origin
129,Mongolia-NChina,Anserifor,dest,0.171404077,-0.528650792,0.208539704,0.564106331,0.405833333,destination
77,Mongolia-CA,Charadriifor,dest,0.312197934,-0.172077192,0.346865446,0.819554291,0.430833333,destination
285,SChina-JapanKorea,Pelecanifor,dest,-0.212086029,-0.681730259,-0.236483461,0.47060495,0.440454545,destination
196,Mongolia-WA,Pelecanifor,ori,-0.188183988,-0.665310303,-0.183867716,0.195152335,0.449368687,origin
182,Mongolia-WA,Accipitrifor,ori,-0.203862826,-0.751732526,-0.193738173,0.223668519,0.450505051,origin
102,Mongolia-Europe,Gruifor,ori,0.104846208,-0.113913871,0.105967607,0.372663699,0.453030303,origin
226,NChina-SChina,Falconifor,ori,0.106532991,-0.312736584,0.094025833,0.518039867,0.453282828,origin
95,Mongolia-Europe,Charadriifor,dest,-0.181832763,-0.648087963,-0.164946309,0.217446683,0.454217172,destination
201,NChina-Qinghai,Anserifor,dest,0.131961571,-0.406385187,0.14764923,0.499375336,0.458762626,destination
389,WA-Europe,Gruifor,dest,-0.127446786,-0.530508507,-0.120709568,0.355637865,0.461742424,destination
194,Mongolia-WA,Passerifor,ori,-0.160254833,-0.617011169,-0.143515846,0.229249568,0.463333333,origin
181,Mongolia-WA,Accipitrifor,dest,-0.173075479,-0.466706075,-0.203045292,0.13136134,0.463434343,destination
87,Mongolia-CA,Pelecanifor,dest,-0.077596988,-0.345423635,-0.062511661,0.099021801,0.466388889,destination
26,JapanKorea-Mongolia,Ciconiifor,ori,0.100133764,-0.077775834,0.121970122,0.318076517,0.46780303,origin
230,NChina-SChina,Passerifor,ori,0.121134683,-0.400023451,0.096336379,0.643065932,0.468762626,origin
283,SChina-JapanKorea,Passerifor,dest,-0.236076514,-0.758309987,-0.276405778,0.563565531,0.469924242,destination
131,Mongolia-NChina,Charadriifor,dest,-0.104954443,-0.503944695,-0.135765103,0.635730118,0.470328283,destination
55,Mongolia-Africa,Accipitrifor,dest,0.280386458,-0.051096683,0.274946097,0.645401363,0.47969697,destination
130,Mongolia-NChina,Anserifor,ori,-0.11295955,-0.404365473,-0.137698279,0.361031912,0.481818182,origin
48,JapanKorea-Russia,Gruifor,ori,-0.140367885,-0.270121228,-0.204864768,0.106603922,0.482525253,origin
346,WA-Africa,Anserifor,ori,0.306546427,-0.046798801,0.253212337,0.736720378,0.48776913,origin
354,WA-Africa,Gruifor,ori,0.294234072,-0.044086098,0.241427807,0.707114819,0.48776913,origin
215,NChina-Qinghai,Sulifor,dest,-0.183409745,-0.512976713,-0.254045267,0.213425969,0.488480776,destination
368,WA-CA,Ciconiifor,ori,-0.217217816,-0.477552813,-0.239933054,0.032364036,0.49209596,origin
136,Mongolia-NChina,Falconifor,ori,-0.186129614,-0.634624696,-0.222536273,0.612912193,0.500555556,origin
268,SChina-CA,Pelecanifor,ori,-0.175614103,-0.607089787,-0.2017142,0.409490003,0.501237374,origin
355,WA-Africa,Passerifor,dest,0.237071595,-0.048150261,0.214741132,0.661996369,0.507631659,destination
348,WA-Africa,Charadriifor,ori,0.282275846,-0.093708574,0.29536613,0.812796392,0.513671283,origin
385,WA-Europe,Ciconiifor,dest,-0.224448874,-0.635624493,-0.288732053,0.29026851,0.515909091,destination
81,Mongolia-CA,Falconifor,dest,0.285326015,-0.228990507,0.348775999,0.816735941,0.519570707,destination
169,Mongolia-Russia,Ciconiifor,dest,0.259344746,-0.419179842,0.426793026,0.633331951,0.520328283,destination
54,JapanKorea-Russia,Sulifor,ori,0.042072331,-0.112476668,0.063261587,0.288102217,0.520454545,origin
379,WA-Europe,Accipitrifor,dest,-0.170718897,-0.508911392,-0.217794217,0.24834267,0.521464646,destination
147,Mongolia-Qinghai,Anserifor,dest,0.115027224,-0.300996029,0.211406238,0.312914546,0.522979798,destination
218,NChina-SChina,Accipitrifor,ori,0.115635585,-0.490845552,0.103670061,0.685409368,0.523257576,origin
199,NChina-Qinghai,Accipitrifor,dest,-0.131808169,-0.556743965,-0.105440173,0.217547318,0.523813131,destination
189,Mongolia-WA,Falconifor,dest,-0.088943306,-0.233973313,-0.120019304,0.072061689,0.526868687,destination
46,JapanKorea-Russia,Falconifor,ori,-0.331189685,-0.655030984,-0.500441951,0.234247686,0.54030303,origin
52,JapanKorea-Russia,Pelecanifor,ori,0.394126082,-0.607700754,0.789497183,0.822594461,0.543560606,origin
373,WA-CA,Passerifor,dest,-0.32969132,-0.801282711,-0.380569823,0.088641412,0.545580808,destination
224,NChina-SChina,Ciconiifor,ori,0.099100553,-0.460822244,0.089186954,0.632197513,0.548181818,origin
219,NChina-SChina,Anserifor,dest,-0.136703721,-0.745928792,-0.131799243,0.512709296,0.548560606,destination
382,WA-Europe,Anserifor,ori,0.233475725,-0.389559141,0.299905507,0.73728851,0.549722222,origin
311,SChina-WA,Charadriifor,dest,-0.212276133,-0.611216991,-0.311625937,0.357190187,0.549924242,destination
276,SChina-JapanKorea,Charadriifor,ori,0.279298318,-0.27301349,0.373240849,0.719236736,0.554343434,origin
392,WA-Europe,Passerifor,ori,-0.038176299,-0.20507198,-0.045027682,0.158113737,0.555707071,origin
138,Mongolia-NChina,Gruifor,ori,0.039027902,-0.459060271,0.064159659,0.266659921,0.557979798,origin
222,NChina-SChina,Charadriifor,ori,0.102555235,-0.405396006,0.097200161,0.571984174,0.559217172,origin
170,Mongolia-Russia,Ciconiifor,ori,0.327378302,-0.535424176,0.554761124,0.789556768,0.559242424,origin
233,NChina-SChina,Sulifor,dest,0.081220786,-0.384654895,0.073335043,0.53337955,0.56020202,destination
390,WA-Europe,Gruifor,ori,0.195782025,-0.400362337,0.249527778,0.675504658,0.560328283,origin
238,Qinghai-Russia,Anserifor,ori,0.162350743,-0.314587675,0.326543711,0.400983216,0.56260101,origin
50,JapanKorea-Russia,Passerifor,ori,0.333532638,-0.528039489,0.67910188,0.717141445,0.570833333,origin
232,NChina-SChina,Pelecanifor,ori,0.104332333,-0.385849951,0.10114989,0.582408202,0.571818182,origin
279,SChina-JapanKorea,Falconifor,dest,0.196817741,-0.511158643,0.246426654,0.653380506,0.576843434,destination
198,Mongolia-WA,Sulifor,ori,0.158295178,-0.272511181,0.16112279,0.665997513,0.57719697,origin
47,JapanKorea-Russia,Gruifor,dest,0.300360852,-0.446135007,0.604788378,0.635740279,0.579924242,destination
85,Mongolia-CA,Passerifor,dest,-0.27651297,-0.799451083,-0.417476754,0.47194993,0.586717172,destination
38,JapanKorea-Russia,Accipitrifor,ori,-0.168878318,-0.399119729,-0.357247219,0.345927575,0.588459596,origin
39,JapanKorea-Russia,Anserifor,dest,0.396543961,-0.576578998,0.801014772,0.842693266,0.58959596,destination
191,Mongolia-WA,Gruifor,dest,0.253584668,-0.232443687,0.286434993,0.839161528,0.592474747,destination
41,JapanKorea-Russia,Charadriifor,dest,0.228894997,-0.401391297,0.495959575,0.512384232,0.595025253,destination
40,JapanKorea-Russia,Anserifor,ori,-0.13750267,-0.302147566,-0.226026043,0.181726956,0.597474747,origin
207,NChina-Qinghai,Falconifor,dest,-0.104220185,-0.543095297,-0.084075812,0.216372664,0.599015152,destination
37,JapanKorea-Russia,Accipitrifor,dest,0.341379614,-0.513087347,0.700809413,0.738224444,0.60209596,destination
183,Mongolia-WA,Anserifor,dest,0.241360263,-0.268464969,0.269194055,0.856257185,0.604494949,destination
53,JapanKorea-Russia,Sulifor,dest,0.048861057,-0.294282188,0.168665237,0.22288849,0.606035354,destination
82,Mongolia-CA,Falconifor,ori,-0.248471956,-0.763738942,-0.313969893,0.241993946,0.608358586,origin
51,JapanKorea-Russia,Pelecanifor,dest,0.22222354,-0.416787706,0.49775504,0.516183301,0.612146465,destination
195,Mongolia-WA,Pelecanifor,dest,-0.078317439,-0.356026384,-0.07983891,0.161806847,0.613813131,destination
42,JapanKorea-Russia,Charadriifor,ori,0.339816621,-0.74356912,0.812967806,0.848195064,0.614949495,origin
216,NChina-Qinghai,Sulifor,ori,0.280573466,-0.181265512,0.409943906,0.743634874,0.619267677,origin
45,JapanKorea-Russia,Falconifor,dest,0.209464289,-0.423186577,0.481039694,0.503425383,0.619368687,destination
120,Mongolia-JapanKorea,Gruifor,ori,-0.09901617,-0.309540351,-0.185303185,0.131965482,0.622525253,origin
176,Mongolia-Russia,Passerifor,ori,0.253795368,-0.55695567,0.459056144,0.686479695,0.623131313,origin
91,Mongolia-Europe,Accipitrifor,dest,-0.147926564,-0.519798006,-0.162192118,0.22314017,0.625479798,destination
321,SChina-WA,Pelecanifor,dest,0.195098334,-0.298769651,0.311296166,0.549341041,0.631666667,destination
173,Mongolia-Russia,Gruifor,dest,0.271067139,-0.580992322,0.489424616,0.728031993,0.63239899,destination
97,Mongolia-Europe,Ciconiifor,dest,-0.178215416,-0.573502592,-0.201541235,0.222142283,0.632525253,destination
188,Mongolia-WA,Ciconiifor,ori,-0.126500798,-0.56426537,-0.134981805,0.269857957,0.633358586,origin
180,Mongolia-Russia,Sulifor,ori,-0.237463916,-0.665821137,-0.44296658,0.570463128,0.634772727,origin
394,WA-Europe,Pelecanifor,ori,-0.180320828,-0.49058263,-0.246495484,0.12015884,0.636590909,origin
178,Mongolia-Russia,Pelecanifor,ori,0.258270018,-0.571822863,0.473023459,0.70453,0.640757576,origin
252,Qinghai-Russia,Sulifor,ori,0.119538277,-0.301187496,0.2815424,0.330550974,0.64260101,origin
49,JapanKorea-Russia,Passerifor,dest,0.212311291,-0.367630906,0.462060007,0.486992,0.645252525,destination
16,CA-Mongolia,Pelecanifor,ori,-0.165514831,-0.490906897,-0.161936584,0.120231933,0.64710413,origin
167,Mongolia-Russia,Charadriifor,dest,0.262842466,-0.546732368,0.48307157,0.69312035,0.648358586,destination
241,Qinghai-Russia,Ciconiifor,dest,0.128858223,-0.436329236,0.294000897,0.469233269,0.649116162,destination
164,Mongolia-Russia,Accipitrifor,ori,0.242054758,-0.62163494,0.460985182,0.710229227,0.650555556,origin
177,Mongolia-Russia,Pelecanifor,dest,0.304094947,-0.561821273,0.552192867,0.760826453,0.653055556,destination
336,SEA-Europe,Gruifor,ori,0.169191792,-0.381882518,0.415460475,0.489051527,0.653409091,origin
247,Qinghai-Russia,Passerifor,dest,0.290463862,-0.432727051,0.569549799,0.717556578,0.654671717,destination
381,WA-Europe,Anserifor,dest,0.151268359,-0.283628179,0.203008698,0.580761808,0.658585859,destination
265,SChina-CA,Passerifor,dest,-0.111213865,-0.677828813,-0.182422574,0.677001412,0.66010101,destination
163,Mongolia-Russia,Accipitrifor,dest,0.238134376,-0.619834973,0.463669759,0.706402329,0.661489899,destination
316,SChina-WA,Falconifor,ori,-0.18463132,-0.667554215,-0.33699119,0.585961736,0.66219697,origin
18,CA-Mongolia,Sulifor,ori,0.156538534,-0.309311429,0.321340959,0.454466463,0.66379626,origin
185,Mongolia-WA,Charadriifor,dest,0.09465269,-0.263740967,0.119971399,0.442946424,0.666919192,destination
244,Qinghai-Russia,Falconifor,ori,0.270623699,-0.625299411,0.661607083,0.752765349,0.668106061,origin
137,Mongolia-NChina,Gruifor,dest,0.245681167,-0.424171366,0.361923855,0.765620279,0.669494949,destination
214,NChina-Qinghai,Pelecanifor,ori,-0.134379501,-0.559987806,-0.133694902,0.215986583,0.670555556,origin
43,JapanKorea-Russia,Ciconiifor,dest,0.20060127,-0.340751221,0.44058107,0.470685316,0.674292929,destination
168,Mongolia-Russia,Charadriifor,ori,0.200149088,-0.601927983,0.400930703,0.64536743,0.674419192,origin
93,Mongolia-Europe,Anserifor,dest,0.155498041,-0.368724885,0.224828872,0.715699098,0.675959596,destination
288,SChina-JapanKorea,Sulifor,ori,-0.172163812,-0.639552709,-0.227573551,0.478432521,0.676262626,origin
248,Qinghai-Russia,Passerifor,ori,0.066597335,-0.311334281,0.187737799,0.25448341,0.679090909,origin
235,Qinghai-Russia,Accipitrifor,dest,0.231821111,-0.676909984,0.567927076,0.733016285,0.679924242,destination
237,Qinghai-Russia,Anserifor,dest,0.228247475,-0.683793235,0.560370337,0.745985265,0.680631313,destination
242,Qinghai-Russia,Ciconiifor,ori,0.114080642,-0.312680301,0.290490423,0.350308157,0.680782828,origin
352,WA-Africa,Falconifor,ori,-0.109345637,-0.441024065,-0.193381897,0.566846517,0.681087638,origin
388,WA-Europe,Falconifor,ori,0.08134162,-0.156159278,0.146784414,0.252457481,0.683611111,origin
243,Qinghai-Russia,Falconifor,dest,0.205338244,-0.443757681,0.46242866,0.558567253,0.683989899,destination
249,Qinghai-Russia,Pelecanifor,dest,0.232252945,-0.557012384,0.532435829,0.664324751,0.684671717,destination
236,Qinghai-Russia,Accipitrifor,ori,0.232371814,-0.59953111,0.577626542,0.693446524,0.685050505,origin
239,Qinghai-Russia,Charadriifor,dest,0.226534278,-0.571315185,0.526017138,0.663821674,0.685227273,destination
250,Qinghai-Russia,Pelecanifor,ori,0.177650967,-0.505316948,0.440286342,0.547445397,0.685227273,origin
240,Qinghai-Russia,Charadriifor,ori,0.152140373,-0.556800817,0.423060273,0.536416784,0.685580808,origin
245,Qinghai-Russia,Gruifor,dest,0.200308156,-0.660502279,0.526014167,0.66964828,0.686060606,destination
61,Mongolia-Africa,Ciconiifor,dest,0.290365224,-0.290892724,0.529357425,0.727982217,0.68780303,destination
391,WA-Europe,Passerifor,dest,-0.122316517,-0.456454626,-0.160400317,0.313078205,0.688409091,destination
324,SChina-WA,Sulifor,ori,0.23282639,-0.518856708,0.542434565,0.716378991,0.690454545,origin
273,SChina-JapanKorea,Anserifor,dest,0.198629766,-0.425429205,0.283926602,0.660210047,0.696969697,destination
337,SEA-Europe,Passerifor,dest,0.154283673,-0.546548596,0.338090637,0.583285468,0.699924242,destination
8,CA-Mongolia,Ciconiifor,ori,0.180271214,-0.168922114,0.182713526,0.558448095,0.705109913,origin
73,Mongolia-CA,Accipitrifor,dest,0.194609925,-0.304437424,0.311647725,0.677077676,0.70739899,destination
29,JapanKorea-Mongolia,Gruifor,dest,-0.118507967,-0.550213531,-0.157917481,0.346746086,0.7075,destination
75,Mongolia-CA,Anserifor,dest,0.21928921,-0.338251719,0.32339455,0.75099902,0.710606061,destination
193,Mongolia-WA,Passerifor,dest,-0.099621091,-0.411315841,-0.123437199,0.18346503,0.712575758,destination
5,CA-Mongolia,Charadriifor,dest,-0.194063272,-0.680612945,-0.163772409,0.26355961,0.714857511,destination
175,Mongolia-Russia,Passerifor,dest,0.093127751,-0.481930839,0.215508791,0.415503966,0.714974747,destination
30,JapanKorea-Mongolia,Gruifor,ori,-0.101565821,-0.370422645,-0.209991657,0.237339493,0.716439394,origin
349,WA-Africa,Ciconiifor,dest,0.271952031,-0.291273199,0.474856302,0.779926367,0.716516729,destination
327,SEA-Europe,Anserifor,dest,0.116154468,-0.564638304,0.267842839,0.533647268,0.716792929,destination
15,CA-Mongolia,Pelecanifor,dest,-0.173151813,-0.650021969,-0.136354504,0.267335971,0.718594932,destination
10,CA-Mongolia,Falconifor,ori,0.165954846,-0.265049649,0.127748379,0.63325045,0.719327264,origin
1,CA-Mongolia,Accipitrifor,dest,-0.175509856,-0.731332116,-0.118313061,0.331743437,0.720993952,destination
6,CA-Mongolia,Charadriifor,ori,0.193723017,-0.291115891,0.151947845,0.710332863,0.721701032,origin
105,Mongolia-Europe,Pelecanifor,dest,-0.128217005,-0.626147916,-0.140730175,0.325438222,0.723737374,destination
357,WA-Africa,Pelecanifor,dest,-0.231722857,-0.783123956,-0.404638342,0.284118526,0.723845143,destination
328,SEA-Europe,Anserifor,ori,0.144619797,-0.734793287,0.410112971,0.676911239,0.724217172,origin
22,JapanKorea-Mongolia,Anserifor,ori,-0.100645196,-0.378766082,-0.222147463,0.263805725,0.724848485,origin
171,Mongolia-Russia,Falconifor,dest,0.104774135,-0.452143354,0.27484831,0.436486342,0.725429293,destination
69,Mongolia-Africa,Pelecanifor,dest,-0.235618631,-0.604322755,-0.385984181,0.223282695,0.726818182,destination
172,Mongolia-Russia,Falconifor,ori,0.097996925,-0.580642025,0.241140449,0.500675872,0.729368687,origin
344,WA-Africa,Accipitrifor,ori,-0.100637389,-0.651332329,-0.170901587,0.163650818,0.730289093,origin
345,WA-Africa,Anserifor,dest,0.124189374,-0.389475175,0.291359192,0.594532418,0.730289093,destination
76,Mongolia-CA,Anserifor,ori,-0.106118062,-0.547317916,-0.150851146,0.29730947,0.731515152,origin
9,CA-Mongolia,Falconifor,dest,-0.150303239,-0.53529817,-0.116462722,0.202798136,0.733544615,destination
83,Mongolia-CA,Gruifor,dest,0.154904409,-0.376899804,0.235994054,0.617657161,0.736893939,destination
57,Mongolia-Africa,Anserifor,dest,0.153088247,-0.330570063,0.391522159,0.468530919,0.739191919,destination
267,SChina-CA,Pelecanifor,dest,-0.064164947,-0.485949721,-0.066779231,0.442709886,0.74010101,destination
297,SChina-SEA,Falconifor,dest,0.115098418,-0.513413247,0.157895324,0.691970484,0.740429293,destination
308,SChina-WA,Accipitrifor,ori,-0.164697443,-0.700537162,-0.369540557,0.50098948,0.746085859,origin
71,Mongolia-Africa,Sulifor,dest,0.130834275,-0.319516845,0.362921874,0.439249445,0.746665318,destination
369,WA-CA,Falconifor,dest,0.180359192,-0.169088128,0.300427943,0.525885679,0.746717172,destination
28,JapanKorea-Mongolia,Falconifor,ori,-0.108208937,-0.508464576,-0.314003139,0.405998014,0.750151515,origin
365,WA-CA,Charadriifor,dest,0.174187557,-0.147461613,0.311629206,0.52026103,0.750378788,destination
101,Mongolia-Europe,Gruifor,dest,-0.064248639,-0.546336289,-0.062881983,0.461026999,0.753484848,destination
109,Mongolia-JapanKorea,Accipitrifor,dest,-0.198616592,-0.707968796,-0.560417106,0.546619419,0.756893939,destination
393,WA-Europe,Pelecanifor,dest,-0.066470265,-0.527650059,-0.093588326,0.50039729,0.757651515,destination
65,Mongolia-Africa,Gruifor,dest,0.07303867,-0.337028408,0.11426504,0.443297082,0.763510101,destination
380,WA-Europe,Accipitrifor,ori,0.083358744,-0.359830812,0.14462805,0.564845339,0.765782828,origin
363,WA-CA,Anserifor,dest,0.145343689,-0.264726098,0.198851073,0.5460963,0.766287879,destination
302,SChina-SEA,Passerifor,ori,-0.112306121,-0.636061626,-0.157367154,0.505782828,0.768434343,origin
192,Mongolia-WA,Gruifor,ori,-0.049451413,-0.211603885,-0.102512636,0.118670087,0.768535354,origin
21,JapanKorea-Mongolia,Anserifor,dest,-0.095993641,-0.737528461,-0.132068242,0.728790076,0.768914141,destination
119,Mongolia-JapanKorea,Gruifor,dest,-0.131580531,-0.516788723,-0.283843218,0.295939089,0.773611111,destination
269,SChina-CA,Sulifor,dest,0.049979711,-0.233074093,0.119306827,0.242412002,0.776616162,destination
115,Mongolia-JapanKorea,Ciconiifor,dest,0.020981961,-0.134084052,0.061515376,0.238033303,0.778383838,destination
20,JapanKorea-Mongolia,Accipitrifor,ori,-0.117502734,-0.563826304,-0.274286453,0.503363187,0.778585859,origin
256,SChina-CA,Anserifor,ori,0.074208109,-0.907374506,0.088487171,0.893421663,0.783207071,origin
210,NChina-Qinghai,Gruifor,ori,0.108622631,-0.331172797,0.107805108,0.557301175,0.783409091,origin
