# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Sep 29 22:52:04 CST 2019 [seed=1569768696745]
# -working -beagle 2.3.4.4fCS_empT/2.3.4.4fCS_empT.xml
state	joint	prior	likelihood	age(root)	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.traitLikelihood
14990000	-10247.997406886567	8.42467606255019	-10256.422082949117	2009.1058991511513	6.776072933512505E-5	1.57232603026579E-6	1.57232603026579E-6	4.5341809453528015E-6	-0.08970241690886908	14877.52279592793	-5159.1051702260675	-5159.1051702260675	222336.03102788937	3961.5137978336775	-10256.422082949117
15000000	-10323.529067961197	8.04783085555691	-10331.576898816755	2008.38625428669	8.779715555685941E-5	3.2679390692918798E-6	3.2679390692918798E-6	7.497305777735427E-6	-0.12737409625167193	11577.729578331602	-5046.521503109115	-5046.521503109115	135580.93466091293	3438.071482380733	-10331.576898816755
15010000	-10333.92532319583	8.14536829861375	-10342.070691494444	2008.2521336767893	6.812957078325344E-5	8.698437297543828E-7	8.698437297543828E-7	7.83160750344603E-6	-0.03765719383820091	14698.758064916152	-1632.566817517107	-1632.566817517107	127869.03296277064	3515.920361780897	-10342.070691494444
15020000	-10363.65642746672	8.223383970790593	-10371.879811437511	2008.8826299639938	7.488226325311403E-5	1.17686595860879E-6	1.17686595860879E-6	6.105808068260595E-6	-0.05503841842444696	13394.873338868132	-2581.7992108751564	-2581.799210875157	164276.11552634093	3891.6484337645948	-10371.879811437511
15030000	-10269.405108981151	8.261350090442633	-10277.666459071594	2009.0029774608997	7.58234170367968E-5	-2.1020863133215895E-7	-2.1020863133215895E-7	5.57274888712729E-6	0.010226196449844361	13189.917114202042	497.5344269262962	497.5344269262962	179463.42214362207	3787.9316537453087	-10277.666459071594
15040000	-10530.051798243872	8.296966251558402	-10538.348764495431	2005.813754901207	7.414735963795235E-5	7.61493136266469E-7	7.61493136266469E-7	5.314181045092854E-6	-0.03836188816223589	13506.53358734825	-1935.4125375565766	-1935.4125375565768	188453.08333782872	3744.3565454519025	-10538.348764495431
15050000	-10471.06505712242	8.20628371466347	-10479.271340837084	2005.3073613713352	6.887892192933928E-5	3.5328492398886535E-6	3.5328492398886535E-6	7.029356018487454E-6	-0.1605551218224653	14902.382379251652	-7489.714580198173	-7489.714580198173	146024.76098265758	3429.353251651571	-10479.271340837084
15060000	-10444.385209596592	8.234964732030804	-10452.620174328624	2008.8629442764939	6.694057864687834E-5	1.5512963766755273E-6	1.5512963766755273E-6	6.6895908609593925E-6	-0.07330781388640376	15019.336435392188	-3482.9397905738474	-3482.939790573848	150293.656633749	3715.6951658730513	-10452.620174328624
15070000	-10536.269176479207	8.361955584106447	-10544.631132063314	2007.7813611635966	6.648681065967032E-5	1.7627275147257543E-6	1.7627275147257543E-6	5.24323841337592E-6	-0.09440992016015635	15175.84289610485	-5101.975863595249	-5101.975863595249	192437.06154200487	3920.7574591811535	-10544.631132063314
15080000	-10865.672335634634	8.545651032592577	-10874.217986667227	2006.6585013481258	4.224076988986116E-5	-7.155219467848653E-7	-7.155219467848653E-7	5.6767230992354864E-6	0.046207044528387954	23724.464822595277	2990.34759306449	2990.34759306449	176534.8849702245	3788.193298886698	-10874.217986667227
15090000	-10202.72265182261	8.207209083248422	-10210.929860905859	2004.803678457178	6.7923726053282E-5	2.8101095124917264E-7	2.8101095124917264E-7	6.93278707038591E-6	-0.012949665886160384	14724.865376023918	-596.8520862277336	-596.8520862277336	144266.32634439645	3431.7856625757713	-10210.929860905859
15100000	-10630.899280844153	8.277180239544506	-10639.176461083696	2007.0704549587203	7.405852002681222E-5	1.8493713370610594E-6	1.8493713370610594E-6	5.57335751595513E-6	-0.09102866142194228	13615.657616810451	-4517.995994278337	-4517.995994278337	180924.23631645835	3886.6811162616123	-10639.176461083696
15110000	-10278.560353789673	8.29222630373139	-10286.852580093404	2008.4904555852609	6.133411929733062E-5	1.3506066069970493E-6	1.3506066069970493E-6	6.505824254408168E-6	-0.06761244473798832	16379.01462112501	-3400.2771206744046	-3400.2771206744046	154414.3213005054	3550.0947110935704	-10286.852580093404
15120000	-10138.069630414671	8.06338645587794	-10146.13301687055	2009.1103553465084	8.427847468318783E-5	3.110512597298028E-6	3.110512597298028E-6	7.563068348363639E-6	-0.12320394621754514	12048.309796710273	-4955.187190252621	-4955.187190252621	134259.42030484855	3566.289474807355	-10146.13301687055
15130000	-10217.012353888136	8.124135157296646	-10225.136489045433	2004.803678457178	8.411126424042398E-5	1.799481421143131E-6	1.799481421143131E-6	6.647753955355371E-6	-0.07609967783453238	11958.266267279585	-3236.9847201876323	-3236.9847201876323	151302.96647850788	3327.74455117649	-10225.136489045433
15140000	-10365.812166118501	8.266974852992274	-10374.079140971493	2008.573618869787	6.741851872527397E-5	7.937420379988605E-7	7.937420379988605E-7	6.20612345876286E-6	-0.03880427497359597	14855.088208110086	-1899.9151511092564	-1899.9151511092566	161374.17329492007	3586.063176469335	-10374.079140971493
15150000	-10718.093431562174	8.495775485614523	-10726.58920704779	2008.6587645075892	5.111177661316795E-5	5.220815246773863E-8	5.220815246773863E-8	5.1725238610689104E-6	-0.0032108985561820074	19565.16435623565	-197.47827389541118	-197.47827389541118	193331.2125445041	3980.4912162782725	-10726.58920704779
15160000	-10264.628680273678	8.289476226271884	-10272.918156499949	2008.8163849886955	6.918314109905166E-5	1.0845333722441923E-6	1.0845333722441923E-6	5.789978995394711E-6	-0.0541881454712149	14496.956726022872	-2715.4560280541896	-2715.45602805419	173220.83611719808	3865.441309756114	-10272.918156499949
15170000	-10269.614144964911	8.202431186866008	-10277.816576151778	2008.7577181547006	7.32344330179811E-5	1.9276444889749404E-6	1.9276444889749404E-6	6.541402148138551E-6	-0.08807118799811867	13761.520732205012	-4055.2956382444854	-4055.295638244486	154067.4530421608	3739.825429662306	-10277.816576151778
15180000	-10315.62244781136	8.405324978657017	-10324.027772790017	2009.1017536573288	7.247394930207744E-5	2.2551792041222167E-6	2.2551792041222167E-6	4.4412915925251606E-6	-0.12570004996850284	14019.577741311918	-7118.798555355661	-7118.798555355662	228774.47816541156	4204.011826812626	-10324.027772790017
15190000	-10650.4965967294	8.22736869724417	-10658.723965426643	2007.3621894190708	7.2930183510101E-5	1.7187588504369443E-6	1.7187588504369443E-6	6.241152194712876E-6	-0.08056175298474255	13801.317169582971	-3800.7623100431983	-3800.762310043199	161273.52169227134	3447.1618877206274	-10658.723965426643
15200000	-10595.474606361602	8.071823190461906	-10603.546429552063	2006.3896214493143	7.508768763214581E-5	1.609412921185292E-6	1.609412921185292E-6	8.254628068092442E-6	-0.06464491425055878	13373.650642867377	-2607.4737675034526	-2607.473767503452	121652.54372328502	3439.1471385403092	-10603.546429552063
15210000	-10477.623379555369	8.103404110884139	-10485.726783666252	2006.9502089182195	7.104876692882675E-5	1.289413577158076E-6	1.289413577158076E-6	8.179113729849735E-6	-0.053488552206650296	14115.223634677572	-2225.2241013293988	-2225.2241013293988	122613.43554968492	3287.6693434919575	-10485.726783666252
15220000	-10460.911950234267	8.37482032126849	-10469.286770555536	2008.504977089345	6.318996896911766E-5	2.900977413028315E-6	2.900977413028315E-6	5.461936168284916E-6	-0.15615178969892707	16220.81489963271	-8615.299812176972	-8615.299812176972	187661.07083295463	3920.768507600452	-10469.286770555536
15230000	-10750.75717091823	8.236380247165922	-10758.993551165397	2007.8165669070638	6.205720252939841E-5	9.354556256306046E-7	9.354556256306046E-7	7.171068356675402E-6	-0.044344030350639975	16145.914197035381	-2106.2114479087327	-2106.2114479087327	139723.9877674573	3481.355909138155	-10758.993551165397
15240000	-10446.466053505255	8.197431413295678	-10454.66348491855	2008.7517364395153	7.760185785209974E-5	2.304491616510442E-6	2.304491616510442E-6	6.255337556941879E-6	-0.10459566800718169	13028.828108200058	-4799.872888551394	-4799.872888551394	161631.7676909305	3684.7550588466547	-10454.66348491855
15250000	-10326.801368521132	8.263435391282869	-10335.064803912415	2007.626659104718	7.81382274594171E-5	1.411740589779129E-6	1.411740589779129E-6	5.410083928486357E-6	-0.06866273883989578	12858.455289393949	-3355.3644442215514	-3355.364444221551	185715.58546237124	3500.144521568788	-10335.064803912415
15260000	-10793.273161171672	8.251217408884123	-10801.524378580556	2005.9639882689942	7.382943818192258E-5	2.441181802675109E-6	2.441181802675109E-6	5.920541186881166E-6	-0.11676283706663065	13731.947962731829	-5662.013053161674	-5662.013053161674	171238.06274303622	3695.855643504671	-10801.524378580556
15270000	-10243.935869082976	8.174834313566656	-10252.110703396542	2008.8248546136222	7.22483408172744E-5	1.2843509590959881E-6	1.2843509590959881E-6	6.9754298115919075E-6	-0.05721162572236216	13886.601513529387	-2556.870394258181	-2556.8703942581806	143831.12525566132	3469.3080253015783	-10252.110703396542
15280000	-10423.171564333928	8.24512039822758	-10431.416684732156	2008.5139635611185	6.623351284405708E-5	1.6969110545648861E-6	1.6969110545648861E-6	6.632941569512202E-6	-0.0809593659786905	15197.709128844881	-3888.042786828762	-3888.0427868287625	151757.35414470386	3663.76734659985	-10431.416684732156
15290000	-10738.797116778973	8.475061026947774	-10747.27217780592	2007.810275290234	5.689073636017647E-5	1.482641302913936E-6	1.482641302913936E-6	4.882229866860397E-6	-0.08896234154007128	17717.77794582306	-5380.555626158525	-5380.555626158525	206458.4137764423	4129.8165229087235	-10747.27217780592
15300000	-10370.794731263515	8.27637683867021	-10379.071108102185	2008.3815337181823	6.682054331626133E-5	2.0520430706036806E-6	2.0520430706036806E-6	6.198786393565502E-6	-0.10082729943674051	15119.161056313045	-5005.039326916172	-5005.039326916172	162978.76586255396	3759.494929592266	-10379.071108102185
15310000	-10957.904370306578	8.077329453942895	-10965.981699760521	2007.77065171966	7.35072845333557E-5	1.5326437190198098E-6	1.5326437190198098E-6	8.33686973674591E-6	-0.06191195416101807	13656.440250172327	-2510.5894699712107	-2510.5894699712107	120410.64222913189	3419.834227162892	-10965.981699760521
15320000	-10670.7590627845	8.235820042453465	-10678.994882826953	2008.7167118081259	5.4223619064130246E-5	-7.04138590922676E-7	-7.04138590922676E-7	8.209302578948619E-6	0.033374192378507986	18462.71230159931	1583.606902003589	1583.6069020035889	121948.85851810899	3459.471129749042	-10678.994882826953
15330000	-10466.917933779943	8.287224450996003	-10475.20515823094	2008.271893467138	6.424957396940044E-5	2.2484153639260127E-6	2.2484153639260127E-6	6.323039590965387E-6	-0.11155228420980105	15760.426906113189	-5604.264450339701	-5604.264450339702	160144.6107882185	3758.149733080958	-10475.20515823094
15340000	-10607.621671885441	8.327855849706598	-10615.949527735147	2008.807595567856	6.554073544133412E-5	2.622579301200748E-6	2.622579301200748E-6	5.748516401080654E-6	-0.13511236211244834	15541.400294319084	-7090.2737123432935	-7090.273712343294	177192.64137201651	3799.915618362988	-10615.949527735147
15350000	-10405.013772099424	8.380986975429042	-10413.394759074854	2005.524428412943	6.559177680650801E-5	-1.238157461274595E-7	-1.238157461274595E-7	5.070927632679111E-6	0.006789026047231232	15246.51628128958	372.2708991244219	372.2708991244219	197211.66726072656	3547.11350325762	-10413.394759074854
15360000	-10169.05616713124	8.168116013824537	-10177.224283145066	2007.8518462726252	7.03455687798142E-5	1.1869792018411258E-6	1.1869792018411258E-6	7.257292285975071E-6	-0.052533632219734006	14254.876851308456	-2331.4814507345272	-2331.4814507345272	138173.7679119494	3417.166943933118	-10177.224283145066
15370000	-10311.34689424249	8.262101089696042	-10319.608995332186	2007.142766361921	7.439413430548186E-5	1.8371619043581844E-6	1.8371619043581844E-6	5.716072463727976E-6	-0.08909005378836282	13549.462570779328	-4354.835705376655	-4354.835705376654	176344.95445151287	3691.882150888834	-10319.608995332186
15380000	-10208.158000488707	8.18342606575619	-10216.341426554463	2007.7781554471264	6.468895072342654E-5	7.184506684019852E-7	7.184506684019852E-7	7.640802183833194E-6	-0.03231561472111139	15474.750779852302	-1455.0625410330265	-1455.0625410330265	131013.12749245565	3415.301930222622	-10216.341426554463
15390000	-10849.330285650296	8.169572571455998	-10857.499858221752	2008.515610967661	6.918928811911748E-5	1.377745039388336E-6	1.377745039388336E-6	7.36424995252462E-6	-0.06103587354751774	14507.14894576768	-2714.0785041994855	-2714.078504199485	136298.91905713608	3513.2646487298225	-10857.499858221752
15400000	-10428.534750084027	8.220371468853536	-10436.75512155288	2009.2959590179778	6.750768565371447E-5	-6.982665168980301E-8	-6.982665168980301E-8	6.793216648027487E-6	0.003260670204731294	14813.285663692435	152.26397037117115	152.26397037117118	147207.23390642816	3643.672430359898	-10436.75512155288
15410000	-24290.105446559977	8.403887517879824	-24298.50933407786	2007.1885748440668	6.060180906626417E-5	8.360974874237045E-7	8.360974874237045E-7	5.25407985162685E-6	-0.04685606240962503	16537.46541251834	-2631.65647843774	-2631.6564784377406	190747.06697863893	3821.4048848685925	-24298.50933407786
15420000	-10282.782782424909	8.160938482124287	-10290.943720907033	2006.4155072560113	6.865830496853393E-5	7.675331991120161E-7	7.675331991120161E-7	7.530921091515469E-6	-0.0337541038632766	14581.493667250477	-1486.1104433646653	-1486.1104433646651	132937.34284784106	3323.0011718582973	-10290.943720907033
15430000	-10370.292710508082	8.311794641269614	-10378.604505149351	2008.0583961315915	6.663593183843369E-5	7.968562968142952E-7	7.968562968142952E-7	5.741543439236277E-6	-0.04073910124526431	15031.866529564486	-2086.2399847224383	-2086.2399847224383	174458.73989620636	3619.680332721674	-10378.604505149351
15440000	-10662.653629730974	8.31206630509184	-10670.965696036066	2006.6476984541782	7.234202962964147E-5	1.933990488422656E-6	1.933990488422656E-6	5.328699592135511E-6	-0.09850275346247803	13958.660880845366	-5066.13610091943	-5066.136100919431	189501.7426995823	3640.102163861546	-10670.965696036066
15450000	-10467.666617924087	8.513744151902966	-10476.180362075991	2007.2751478467633	5.605373659695503E-5	9.073150052468295E-7	9.073150052468295E-7	4.564621000826434E-6	-0.0567222496685648	17897.607896948823	-3557.528259188606	-3557.5282591886057	219783.3727245953	4110.699729087259	-10476.180362075991
15460000	-10534.420884668312	8.413710159373647	-10542.834594827686	2008.1808429090502	6.632497862396604E-5	5.179768419745397E-7	5.179768419745397E-7	4.701001516349524E-6	-0.02933435804291311	15090.26111176102	-1662.7107581345483	-1662.7107581345485	212903.83382918284	4028.721424264094	-10542.834594827686
15470000	-10234.73825039148	8.189692324428798	-10242.927942715909	2008.010545875643	7.194630204836724E-5	5.686916923449105E-7	5.686916923449105E-7	6.781865758175233E-6	-0.025745305589383833	13908.473846368463	-1166.291668349746	-1166.291668349746	147549.84779467023	3501.1505851275288	-10242.927942715909
15480000	-10499.467934781454	8.275261900233293	-10507.743196681688	2008.5913019250015	7.652401191874152E-5	3.2940732970634614E-6	3.2940732970634614E-6	5.511444797355059E-6	-0.16039900216685135	13412.8780683758	-8016.591856822781	-8016.591856822781	186231.97344942813	3965.3777797379676	-10507.743196681688
15490000	-10297.323779436356	8.337866825852814	-10305.661646262208	2007.9590683579972	5.9788396189321934E-5	1.912684714866896E-6	1.912684714866896E-6	6.1251388450450785E-6	-0.0999486578220046	16894.42434237979	-5275.587708886821	-5275.587708886822	164909.00231426407	3544.698322834204	-10305.661646262208
15500000	-10224.487093205738	8.472496816865249	-10232.959590022603	2008.6519857591484	4.864760182223247E-5	3.174883321121936E-7	3.174883321121936E-7	5.695554706775308E-6	-0.01907344044391169	20563.47879555658	-1146.2737031494685	-1146.2737031494687	175639.42057059795	3833.831794745996	-10232.959590022603
15510000	-10539.366779427803	8.407249230924464	-10547.774028658727	2006.5388225144834	6.0406454914967937E-5	4.837344893475298E-7	4.837344893475298E-7	5.228130586634899E-6	-0.027220253474298604	16566.79725718604	-1532.8483247560073	-1532.8483247560068	191414.78488695383	3853.3057209503722	-10547.774028658727
15520000	-10516.337039616898	8.393355428268947	-10524.730395045166	2006.3896214493143	5.604929674975203E-5	1.8123806218245513E-6	1.8123806218245513E-6	5.847654557417644E-6	-0.10010908026958727	18022.050950082747	-5585.626781943287	-5585.626781943287	172739.90312218686	3832.4552931048765	-10524.730395045166
15530000	-10592.2030644718	8.375025686975178	-10600.578090158775	2004.6858746560981	7.073389686347411E-5	7.369237168830837E-7	7.369237168830837E-7	4.766122027650931E-6	-0.04013526758292317	14160.303378001508	-2189.424302812504	-2189.424302812504	210152.70546665502	4023.381150071213	-10600.578090158775
15540000	-10206.906170009526	8.168090246711383	-10215.074260256237	2005.5108088828238	7.538012051544075E-5	6.076492439804118E-7	6.076492439804118E-7	6.759110966744827E-6	-0.026920291606007844	13275.718065072397	-1193.4972047697236	-1193.4972047697238	148055.74765642858	3514.5268678920675	-10215.074260256237
15550000	-10264.937166425148	8.182042296892298	-10273.11920872204	2007.0394153444902	7.444334149766883E-5	2.2467627365969424E-6	2.2467627365969424E-6	6.7188180211004064E-6	-0.10046108023279016	13569.988986259821	-4537.784100508511	-4537.784100508511	150353.13072198597	3555.6435822800195	-10273.11920872204
15560000	-10360.5101219988	8.296068609503482	-10368.806190608302	2007.6170483995236	7.180712523211076E-5	2.1278958432195834E-6	2.1278958432195834E-6	5.55221202696751E-6	-0.10656965866927959	14086.172564731642	-5398.55248714939	-5398.55248714939	182177.4010941832	3788.2323329663955	-10368.806190608302
15570000	-10485.885123828302	8.278971440346318	-10494.164095268648	2006.01133302448	6.894855029537566E-5	1.7028013538784477E-6	1.7028013538784477E-6	5.957661418165394E-6	-0.08401629158438093	14606.672843968568	-4174.83649180393	-4174.836491803929	169044.33577908739	3749.201215408963	-10494.164095268648
15580000	-10040.732582433107	8.184354314293362	-10048.9169367474	2008.4988130288039	6.568276212912863E-5	1.4662080334200014E-8	1.4662080334200014E-8	7.50338854800915E-6	-6.604518678994915E-4	15224.701333828127	-29.749997963255925	-29.74999796325592	133273.17781806554	3442.713681987763	-10048.9169367474
15590000	-10275.248328888347	8.263923645751571	-10283.512252534098	2008.3603331678753	7.369929187085141E-5	1.53949022502621E-6	1.53949022502621E-6	5.735502314769485E-6	-0.07487891597931981	13645.157783412204	-3662.5540142158707	-3662.5540142158698	175335.72665708762	3790.8725857270165	-10283.512252534098
15600000	-10164.942707829261	8.204686079252856	-10173.147393908514	2009.1058991511513	7.464355167166643E-5	2.384613760772584E-6	2.384613760772584E-6	6.415651105647836E-6	-0.10896863953864477	13557.994385911494	-5039.32951601135	-5039.32951601135	157741.87807969295	3714.7071827221284	-10173.147393908514
15610000	-10102.291809959866	8.209680961439474	-10110.501490921306	2004.998457948655	5.9097159486110665E-5	-3.2958940369404464E-7	-3.2958940369404464E-7	7.929521151091115E-6	0.015225320947221089	16925.210498172015	703.4939347782816	703.4939347782818	126140.26056401053	3246.7639252632125	-10110.501490921306
15620000	-10430.911245177846	8.330726956528125	-10439.241972134374	2007.8908580531825	5.967319991401614E-5	8.583632787386224E-7	8.583632787386224E-7	6.175385138828169E-6	-0.04471460949608847	16791.51450467767	-2333.979034699897	-2333.9790346998966	162257.63727618626	3518.609462927097	-10439.241972134374
15630000	-10124.998639970503	8.359614232483917	-10133.358254202987	2008.7598098757219	6.302685795650433E-5	-2.8086150567687313E-7	-2.8086150567687313E-7	5.5087728914884844E-6	0.015073078367295177	15869.857418757221	809.1152307978144	809.1152307978145	181569.882989263	3741.9312584948707	-10133.358254202987
15640000	-10410.826095283423	8.284095586022232	-10419.110190869445	2008.742323075317	7.088997127852474E-5	-8.140694972152479E-7	-8.140694972152479E-7	5.704276002575772E-6	0.04048263908622355	14129.523770727592	2016.4547274243353	2016.4547274243353	175594.8579335606	3825.1753847032005	-10419.110190869445
15650000	-10282.849485290342	8.22670735199657	-10291.076192642338	2008.937898006449	6.655163554135703E-5	9.493502752559756E-7	9.493502752559756E-7	6.81751346435408E-6	-0.04456912541976233	15055.833751585891	-2096.5503025420835	-2096.550302542083	146972.99328351807	3632.2580289778293	-10291.076192642338
15660000	-10195.836437971984	8.349866415760875	-10204.186304387746	2008.178354149538	6.569837604685924E-5	-4.440545904536915E-7	-4.440545904536915E-7	5.3905716063183E-6	0.023596176548557463	15229.555887503668	1254.552336247683	1254.5523362476827	185612.42903278014	3890.5767156213706	-10204.186304387746
15670000	-10416.916541999391	8.316988392450014	-10425.23353039184	2006.6160981268492	6.578646438609299E-5	2.0590005901724033E-6	2.0590005901724033E-6	5.8104785539491615E-6	-0.10531306356608906	15371.174558551049	-5446.927855226113	-5446.927855226113	174033.03674208597	3813.354445585756	-10425.23353039184
15680000	-10434.777639316113	8.180179234680427	-10442.957818550793	2007.7690667779323	7.343938599196331E-5	2.243753205838702E-6	2.243753205838702E-6	6.835657960258726E-6	-0.10014295586133774	13754.611232662732	-4514.847470101315	-4514.847470101315	147773.66119803334	3474.236823610988	-10442.957818550793
15690000	-10738.143947210054	8.368106368046885	-10746.5120535781	2008.6587645075892	5.0994458650168036E-5	2.2696921958810802E-7	2.2696921958810802E-7	6.693495007592068E-6	-0.012285108589344949	19612.933898087693	-665.0535027863592	-665.0535027863592	149421.33303156195	3684.408318654877	-10746.5120535781
15700000	-10466.03055942647	8.364078527549932	-10474.39463795402	2003.8030421336039	6.64489521601144E-5	1.5533687157280915E-6	1.5533687157280915E-6	5.2137485668136666E-6	-0.08345559238338618	15154.696234172563	-4515.14504868284	-4515.145048682841	193145.80903946917	3748.4982386162824	-10474.39463795402
15710000	-10102.547177703824	8.112727850838429	-10110.659905554663	2008.2695756723238	7.584660232774509E-5	5.83465702908396E-7	5.83465702908396E-7	7.503120855072728E-6	-0.024458301616149924	13192.39802281232	-1025.8813544531286	-1025.8813544531286	133357.6502248514	3520.5618026929574	-10110.659905554663
15720000	-10220.182568988785	8.224236044649412	-10228.406805033434	2008.2393603674893	7.578143736652896E-5	1.6033854730565997E-6	1.6033854730565997E-6	6.038761638924587E-6	-0.07495188878525019	13270.393890526613	-3523.4967130775244	-3523.496713077524	166532.40905584118	3411.3850500852254	-10228.406805033434
15730000	-10722.916502558137	8.245150304252288	-10731.161652862389	2007.1224137114436	6.950096469980242E-5	2.926586729574489E-6	2.926586729574489E-6	6.402515362335188E-6	-0.1387364788917367	14670.667724305094	-6705.9552451098525	-6705.955245109852	159253.90286882047	3547.5173480024023	-10731.161652862389
15740000	-10522.536293306073	8.61199928491109	-10531.148292590984	2007.6995341191866	4.053317679863286E-5	-7.608758730901796E-7	-7.608758730901796E-7	5.183945989025878E-6	0.05249020363191652	24739.31018725085	3631.1227544078674	3631.1227544078674	193436.20396872386	3975.669772771389	-10531.148292590984
15750000	-10626.96172067921	8.403432479013802	-10635.365153158224	2008.1344323833664	5.803893385575017E-5	1.4955052939110764E-7	1.4955052939110764E-7	5.479426358115206E-6	-0.008386112697724216	17231.02519970422	-470.28808713722344	-470.2880871372234	182513.6914836462	3882.16417373789	-10635.365153158224
15760000	-10275.805956019582	8.195893889514345	-10284.001849909097	2006.9609855378203	7.031701821928495E-5	3.6662013196798664E-7	3.6662013196798664E-7	6.8508510106943755E-6	-0.01670374397934039	14225.277440159232	-761.2591609788636	-761.2591609788636	146008.00562916862	3500.5358175428455	-10284.001849909097
15770000	-10882.068950802468	8.33556340213432	-10890.404514204602	2007.4991216552564	6.59123307409133E-5	2.482340949083348E-6	2.482340949083348E-6	5.619402542680626E-6	-0.12898316371389357	15428.344074610335	-6815.38828764582	-6815.388287645818	180965.52252781403	3916.673718836794	-10890.404514204602
15780000	-10235.57183770821	8.228163339390651	-10243.8000010476	2009.153917344389	6.500375454427122E-5	3.1524491327737028E-6	3.1524491327737028E-6	7.098624488503477E-6	-0.1467546142777506	15722.337460382625	-6982.179318321386	-6982.179318321387	143973.0988436003	3674.8238943392194	-10243.8000010476
15790000	-10068.438663462211	8.08502218537928	-10076.523685647591	2008.6081091974484	7.561845969181519E-5	1.1255429918550745E-6	1.1255429918550745E-6	7.966533000208649E-6	-0.045857829480978655	13252.15266599221	-1872.3160451115207	-1872.3160451115207	125789.64678573067	3404.4816764639827	-10076.523685647591
15800000	-10097.749510979345	8.104835529294835	-10105.85434650864	2008.1051353295277	7.25301113372877E-5	-6.770292547652381E-7	-6.770292547652381E-7	7.97261262850059E-6	0.028154507290463614	13798.314750420208	1171.7442183378864	1171.7442183378862	125528.9014716793	3308.9436468112776	-10105.85434650864
15810000	-10341.504967512343	8.327699208295027	-10349.832666720638	2007.3343891292532	6.54199015521858E-5	1.2917262674763215E-6	1.2917262674763215E-6	5.681277171474042E-6	-0.06700273940498092	15354.801651481022	-3491.1517298777976	-3491.151729877797	176810.52729427078	3746.0909064015423	-10349.832666720638
15820000	-10261.609417741825	8.334061926938915	-10269.943479668764	2008.0814752630927	7.306210070497715E-5	2.0288500154041294E-6	2.0288500154041294E-6	5.056453634608862E-6	-0.10555549590672435	13841.204880193085	-5553.641101776601	-5553.6411017765995	199995.40743600912	3844.8362345884884	-10269.943479668764
15830000	-10092.12190338388	8.080683746160158	-10100.202587130041	2008.6699716701603	7.300254827118249E-5	8.209610589384444E-7	8.209610589384444E-7	8.315658498040891E-6	-0.03332001778756032	13713.37687874845	-1353.8492960781932	-1353.849296078193	120388.71699548581	3364.1094898249817	-10100.202587130041
15840000	-10433.37720552412	8.254446124079067	-10441.6316516482	2007.1203537198635	7.199885596702057E-5	1.596605042178822E-6	1.596605042178822E-6	5.985172993273515E-6	-0.07691239669954494	13971.759756862808	-3727.107320204219	-3727.1073202042185	168073.79159645436	3578.2404552952594	-10441.6316516482
15850000	-10345.47529399076	8.233576338823752	-10353.708870329583	2007.584797124436	7.018672049117036E-5	2.198080584574876E-6	2.198080584574876E-6	6.432374646225241E-6	-0.10344999388620169	14401.836470013921	-4921.416874487733	-4921.416874487733	157145.33535038983	3474.851661894763	-10353.708870329583
15860000	-10483.667488578663	8.180402492821568	-10491.847891071486	2009.1930620611543	6.684650929538415E-5	1.1479856745663607E-6	1.1479856745663607E-6	7.450966163125266E-6	-0.0514387973731602	14999.331753718783	-2310.9778791580325	-2310.9778791580325	134566.83972900448	3624.6891134311263	-10491.847891071486
15870000	-10372.048092588047	8.173376387981193	-10380.22146897603	2008.5103839833066	6.936918396290922E-5	-4.864845898248335E-7	-4.864845898248335E-7	7.26573998762466E-6	0.021669349236160377	14422.39513473425	965.6652995239718	965.6652995239717	137696.88744590266	3422.4170500923533	-10380.22146897603
15880000	-10553.87619290239	8.20143364811263	-10562.077626550503	2008.3581283223684	6.763488460411523E-5	9.250597037617078E-7	9.250597037617078E-7	7.05475453749837E-6	-0.04234902662809267	14811.833687988019	-1942.2122216652738	-1942.212221665274	142003.05013272018	3265.516641444	-10562.077626550503
15890000	-10174.392352715331	8.152527590052443	-10182.544880305384	2008.1634280727262	7.671724370731756E-5	8.036927636411826E-7	8.036927636411826E-7	6.854712713173097E-6	-0.035046845457265025	13050.90933306694	-1530.1766578438667	-1530.176657843867	146064.44264000747	3627.9965832850376	-10182.544880305384
15900000	-10540.089396559833	8.464347871465367	-10548.5537444313	2009.0168760922331	5.063680957023928E-5	2.1900268828332977E-7	2.1900268828332977E-7	5.560634715362941E-6	-0.013051309695904803	19751.84404769721	-777.916041319473	-777.916041319473	179866.22335414938	3967.1615079413955	-10548.5537444313
15910000	-10233.319927701692	8.183031287833106	-10241.502958989526	2004.9752912605877	6.961494245279487E-5	1.010909921600045E-6	1.010909921600045E-6	7.112971111727072E-6	-0.04542926414904799	14394.43962586358	-2045.767036740452	-2045.7670367404519	140878.9759517827	3324.676110247428	-10241.502958989526
15920000	-10231.942612697238	8.31530273178581	-10240.257915429023	2008.350262145072	7.040916010036414E-5	2.2916920452802432E-6	2.2916920452802432E-6	5.461478823470423E-6	-0.11686556105159397	14399.357550169674	-6042.116837120893	-6042.116837120895	185635.92460256923	3860.2474077070074	-10240.257915429023
