date,lon,lat,individual,source file,ym,lon_indx,lat_indx,time_indx,u10_0001,v10_0001,t2m_0001,lai_hv_0001,lai_lv_0001,sp_0001,tp_0001
6/17/03 18:33,125.14027,49.40526,123,Fly1,2003-06,901,82,425,-2.672345638,-1.705257654,278.1497192,0.979103863,0.504255354,101121.6328,0.001136294
6/18/03 0:33,125.00879,49.39254,123,Fly1,2003-06,900,82,425,-2.684216738,-1.742546082,277.328064,0.972724974,0.160789058,101148.3828,0.001207022
