date,lon,lat,individual,source file,ym,lon_indx,lat_indx,time_indx,u10_0001,v10_0001,t2m_0001,lai_hv_0001,lai_lv_0001,sp_0001,tp_0001
8/1/10 2:05,18.9322127,27.75,3009,ind2,2010-08,36,169,427,1.083566189,0.651143849,289.7286377,2.764973879,3.148073912,95196.86719,0.003769575
8/2/10 2:04,18.9322684,27.758,3009,ind2,2010-08,36,169,427,1.083566189,0.651143849,289.7286377,2.764973879,3.148073912,95196.86719,0.003769575
8/3/10 2:01,18.9322134,27.7510717,3009,ind2,2010-08,36,169,427,1.083566189,0.651143849,289.7286377,2.764973879,3.148073912,95196.86719,0.003769575
