date,lon,lat,individual,source file,ym,lon_indx,lat_indx,time_indx,u10_0001,v10_0001,t2m_0001,lai_hv_0001,lai_lv_0001,sp_0001,tp_0001
1/3/12 2:48,256.331,34.878,86828_1,Barnacle goose,2012-01,1425,140,360,0.661884189,3.031476974,277.0953064,2.27780056,2.684110641,99385.44531,0.005118048
1/4/12 2:00,256.318,34.888,86828_1,Barnacle goose,2012-01,1425,140,360,0.661884189,3.031476974,277.0953064,2.27780056,2.684110641,99385.44531,0.005118048
