date,lon,lat,individual,source file,ym,lon_indx,lat_indx,time_indx,u10_0001,v10_0001,t2m_0001,lai_hv_0001,lai_lv_0001,sp_0001,tp_0001
1/17/03 18:02,150.283424,22.419361,1,xxx,2003-01,1081,270,412,-6.058188915,-0.071248569,299.0048218,6.27E-08,4.02E-08,101438.3203,0.00059644
1/18/03 0:00,150.941437,22.052383,1,xxx,2003-01,1084,272,412,-5.639604092,-0.723516524,298.7808838,6.27E-08,4.02E-08,101422.7891,0.000440842
1/17/03 18:02,150.286652,22.418749,2,xxx,2003-01,1081,270,412,-6.058188915,-0.071248569,299.0048218,6.27E-08,4.02E-08,101438.3203,0.00059644
1/18/03 0:01,150.730827,21.825851,2,xxx,2003-01,1083,273,412,-5.634442329,-1.134244919,298.745636,6.27E-08,4.02E-08,101383.9531,0.000495067
1/19/03 0:01,150.857956,21.772732,2,xxx,2003-01,1083,273,412,-5.634442329,-1.134244919,298.745636,6.27E-08,4.02E-08,101383.9531,0.000495067
