Netweight (kg)	Trade Value (US$)
431	15575
680	20959
680	20959
1713	110367
1713	110367
564	16015
564	16015
1617	44461
1617	44461
1327	46851
1327	46851
1391	47307
1391	47307
1302	37350
1013	30151
289	7199
731	18897
731	18897
285000	15532819
33000	2272536
43000	1383468
138000	6358408
2000	300267
5000	121867
62000	5018406
2000	77867
1035522	6551809
7621	174519
369176	1206441
7737	125181
578341	1871727
1976	208802
11789	726274
44379	1637076
4877	373418
2760	75677
6705	112362
161	40332
393272	27108834
32272	2305603
11000	1799736
50000	293600
14000	53867
1000	106933
204000	14383218
1000	104000
14000	624534
37000	657601
28000	6709875
1000	69867
1249924	7739761
4760	113245
389780	1128036
18252	240321
702999	2409724
1740	29105
715	120988
13832	1024810
86421	2111986
3151	278962
2890	80673
25223	160903
161	41008
240166	22075079
1000	98708
24000	1972023
12000	1834099
12000	403368
142000	10490778
45166	6369858
4000	906245
3094286	10598499
5352	226322
714430	1195593
18089	189080
2208069	4504886
6469	109092
358	61364
13844	1049699
125363	3107611
711	69474
1440	38903
161	46475
23000	882668
5000	562934
5000	249600
1000	30667
12000	39467
12399	946987
3485	252406
3309	225051
1885	150101
471	38983
350	23821
1332	101250
700	68829
746	77051
121	9495
2199019	8691984
7290	295728
551925	974620
76686	318460
1374755	2879822
17958	250982
714	109901
8489	618479
150757	2931198
319	28943
1495	98983
8470	137749
161	47119
152583	11629081
34000	2111469
22000	1469602
1000	100267
79000	3729071
2000	105867
12583	3577071
2000	535734
4789	429535
659	57139
1586	159888
651	58734
690	55004
778	62806
425	35963
822214	6902008
9324	243254
726120	2418623
47054	692666
1264	285594
13822	990710
17668	1993074
104	20879
593	33987
850	24938
5250	150158
165	48125
10319	359718
208	14907
1649	115321
120	9637
7330	156756
272	22138
740	40958
7969	586106
786	63545
933	52440
647	52063
5396	396816
12	150
175	15212
20	5880
9189	739202
773	59092
2205	150030
4441	353704
406	35271
533	43730
155	17335
676	80039
	190175822
	19363
	190075952
	80507
10130953	39119450
267	2743
562	106459
8415946	18661023
31770	285526
6351	313556
131888	607320
73	18083
1720	6293
1539959	18334162
2417	784285
170198078	213325775
170197048	213269007
997	54946
33	1822
10867562	33752557
3859	37774
318237	422445
9423253	22847912
11201	240210
41440	553447
138327	1352421
270	62273
6947	49560
834237	6898499
62665	418225
27126	869792
	208893566
526	28577
106784638	208784362
1480	80426
	202
12250808	38503409
965	7531
1982	18426
10591863	26431974
3997	112122
19933	1619814
431739	2377163
813562	6282146
383631	555209
3136	1099023
	182182980
	182128170
1078	54810
13710270	34519809
294	3975
2520	19557
10949665	22325590
2867	180733
27793	1165696
1581057	2835787
1538	112133
900338	7074133
98658	772725
145540	29481
	208528454
157	10086
	208367262
2346	151106
12249211	34378205
11547787	24305493
33447	47003
88484	371023
3568	586476
52357	395902
1245	232319
14515	35982
502842	7411449
436	6894
4530	985665
1691	26685
23	182
1668	26504
410	7183
410	7183
5717	92411
101	420
5616	91991
2382	16513
19	198
560	12075
113	1000
1175	75
10	388
505	2776
2571	435023
72	636
25	189
2324	433708
150	489
267747	4693136
98015	1529168
77356	752655
210	4316
29541	328957
51741	1902035
5441	63332
5443	112674
184736	8271592
17924	987916
0	1
951	1766
1682	3125
13732	756892
67160	3701695
83287	2820197
697919	5973980
939	13322
941	12912
144600	2046513
348792	1291625
794	10004
2436	327218
188641	2203704
10565	66283
211	2399
	8290342
	16973
10918	601769
2278	4231
36542	2014102
	3046159
152352	2607107
1504104	5936914
103374	1788199
425982	1194108
521	7815
4106	521786
339364	2230607
6447	53317
624311	141082
255243	8623465
6984	379538
25823	1403255
163474	3719378
1608	4547
57355	3116748
1063642	4594733
99954	1613992
116604	963651
2122	35277
5142	535655
70355	1252764
10115	45320
759350	148075
	4648254
115662	3588330
	57397
12625	642132
7086	360394
275726	5236471
203260	2631866
16165	160183
28	456
5187	602520
32783	1645000
10851	50817
7453	145630
	9281771
	475218
7281	469031
1	37
28548	1839026
38189	2338739
	4159720
13211084	48147851
4011	6664
5915454	17113971
1200	92665
10595	1190404
40177	317195
467570	1958666
6708377	20129610
377	26416
63323	7312261
	2988642
26897	1482498
	49748
21	39
21723	1197313
4700	259044
16965495	56129977
370	7304
7926929	23135208
62823	2162786
122551	691165
129980	2984595
8685271	18577458
38	129
191	13829
37342	8557502
41932	2275442
24	69
16030	871103
3610	196185
38	107
19573	1063644
2656	144333
17607292	64509407
197	18447
0	133
7586821	27780830
113983	5316017
14143	147100
68046	4543749
9798094	21920749
85	30230
25922	4752154
45201	2298313
1800	91533
25480	1295954
823	41862
14	30
2053	104424
15031	764510
16275167	57724902
7724354	24201794
70243	3257249
34691	3742902
706	2035
8414096	20487167
45	24314
31032	6009441
51573	3322214
29381	1892672
18009	1160127
4182	269415
18446609	44195019
4706242	17214872
23022	1408321
16854	734750
13669642	18548223
30849	6288853
50021	2711463
25035	1357061
876	47488
1167	63261
17273	936292
5670	307362
43709	2886235
10009	292163
5427	473838
9274	648093
519	218551
690	46549
4588	261243
651	48642
3093	173453
5498	505848
2945	201904
1015	15951
7538	4273319
830	470597
666	377422
5	2658
6000	3401526
37	21116
7735	4363274
6	3378
28	15815
930	523875
771	434209
6000	3385998
14903	4728991
7000	16944
1000	669415
1903	603832
5000	3438802
	8756731
1632	83010
	8575705
1927	98016
47348	5864483
1000	5810
23000	66279
7000	11738
289	35570
7000	438582
2000	318829
59	7233
7000	4980441
	18473272
4240	273118
	18200154
2038	161013
246	54519
1792	106494
8774	4310064
1	308
1460	717265
313	153689
7000	3438802
	14801044
3666	198711
	14602333
4014	5047460
334	65439
3680	4982021
	12146325
2734	150713
	11950097
826	45516
3551	263859
310	60661
3241	203199
	10375645
2172	118010
	10257635
2633	235926
521	94935
2112	140991
75606	3485680
58234	2188350
4099	207609
6497	502861
836	135677
2070	161914
77	1350
2104	155248
1688	132671
23411	2316106
105	9202
11549	737931
3708	670453
8049	898520
	20685304
550329	1638122
1099	2041
	798317
	1964866
	1080196
13967	769852
	1475382
8112947	12956528
141822	970658
5694	3694
1318	27666
79079	285644
13087	147654
553	85730
40705	291162
1098	97142
288	31966
16895	2313701
121	9446
5828	664823
3477	745177
7469	894256
	24140273
	3065842
	2523966
	3279147
24526	1351803
	1669243
1271	1457
8345128	12248815
104277	778721
50904	173706
5892	100126
570	96045
45112	382736
1284	19916
515	6191
19487	2423848
6285	531589
4216	884974
7	180
8979	1007105
	26809063
2988	162370
119777	552864
	3055775
	3088970
	1801837
21833	1186471
	4016581
	2173
5302996	12942023
146642	1037210
67310	272399
6877	101363
67315	604363
5140	59085
33185	2534027
16	126
19615	790642
3827	708227
9727	1035033
	22301715
	20474
516	1082
	1442451
	7898830
	469
3	129
	3247518
	6186371
3307	168191
	6543
	1146
	2263889
	1064623
120233	726457
75172	228777
9716	102957
29195	341690
6150	53033
48266	2698341
67	6516
39076	1301314
3034	677260
46	8056
5911	700230
132	4965
	26941281
	1269008
	17614
	1401842
	2210742
	5271867
	998858
	784
	688
	2075298
	13694580
58465	767425
1000	2848
5188	98813
725	117799
45289	356483
2023	149415
4240	42066
16511	58379
16511	58379
24379	67653
7985	42283
12846	8690
3548	16679
2688	17019
2141	13284
547	3735
	43100
	41731
	1369
64372	1258618
2506	82804
61866	1175814
3916	16935
3384	15947
532	988
	34713
	34482
6	231
69613	1423378
1153	32052
68460	1391326
9232	26967
3872	25453
5360	1514
	58075
	2616
	55459
60894	1288554
60894	1288554
34028	29272
3388	22860
30640	6412
63585	1425503
4909	86040
58675	1339462
57417	1288290
492	13902
56925	1274388
61026	5539450
56245	5091054
1027	156093
437	39988
3317	252315
261217	28749656
6999	3711026
17451	1506423
53285	5140376
50743	5688841
9914	877255
9676	834497
61366	4937060
40260	4910933
11523	1143245
69348	6654083
62811	6088514
2199	229113
4338	336455
153901	18849604
3675	1949510
2685	242618
60185	5872607
28038	4118461
2431	212821
3512	299917
29258	2717209
17431	1986332
6686	1450129
69943	6919837
57947	5624572
282	38156
35	504
3579	359498
8100	897106
134499	18104972
1944	1229572
4319	836965
38629	3708917
17015	2930143
4889	946137
5539	491375
17224	2973614
44940	4988249
69022	5891150
2	62
53977	4549445
1027	134319
395	4275
1405	108732
8727	758838
3489	335478
144283	16451731
10062	1532453
26777	2966084
17648	2467085
377	40229
21848	1729304
1358	250590
4866	401789
43678	5432541
17669	1631656
58907	5357853
2171	238631
51845	4556513
3532	423525
1359	139184
210673	24862762
780	19093
1082	909796
9474	969985
61147	6827470
7884	718277
83408	7221399
45071	8011589
10	392
1817	184761
469	3206
469	3206
966	1622
966	1622
177044	3302496
849	24779
10	432
1535	1364
120	1053
45332	145814
41660	1189266
15	24060
84538	1860563
145	285
92	326
2473	6103
275	48450
126834	1799404
12054	238385
703	68361
439	30785
1313	159729
120	8929
90384	212255
68	5398
3171	103097
9221	654737
4420	67760
2488	137046
208	13704
2245	99218
7851830	22734596
417	59312
6	12538
61729	4549824
21359	1651745
349	137537
10875	323170
7658859	6711558
90942	3510494
7294	5778418
195007	2552062
79	442
2530	38854
4950	5055
129	5171
31	1913
4200	5357
5000	11191
5020	18724
1750	108516
90514	280724
19799	584224
20	83
56065	1453751
495	6807
166	603
4212	9981
47	20666
97613	1697269
9181	179669
207	23789
474	34018
2505	291378
71482	482416
1913	65013
7004	488422
204	1850
2168	41219
1759	80294
716	9202
6779051	19858432
131092	5758251
7526	295223
72	179148
3546	106349
6627349	8300714
4366	99932
5100	5118815
58452	1637839
3463	315058
233	22151
41302	592737
292	764
533	23838
11305	651778
87	92
249	18150
209	72
221	11011
208	2182
350	6
231914	2934121
41	155
11543	274241
22620	30515
197	4826
3154	15019
12400	15931
8175	31044
44	226
14119	513961
4	37
129066	1961775
1634	25116
2363	5714
82	2952
26473	52611
126727	3355672
17675	453525
262	25289
461	44105
2745	323373
70699	497201
102	533
26	520
95	5042
2667	116218
24303	1577454
2331	60971
2721	155685
378	11855
2187	79571
76	4332
3703037	62824874
589778	5660451
16910	359037
333588	22286049
523975	7945187
35418	999434
2112088	23708676
54915	1062656
31100	257211
5265	546172
10178799	38077866
150996	3361152
19391	498533
215	172042
7117	115529
8908820	14877550
1085703	13404930
6557	5648130
102120	3933908
1516	48206
81	321
2041	179713
294	33385
259	22286
72648	1782069
500	750
1958	101587
18854	1533991
533	39280
142	16664
1913	57417
1129	105445
126	6490
126	6302
633878	4968157
551	16701
12941	314256
449	1681
56	2310
19500	55334
759	68179
14863	92425
852	16089
6000	8537
173	1288
4041	187675
566805	4068369
322	2661
2724	27709
2106	6263
1736	98679
201287	3600447
8450	163622
181	16652
426	29784
2299	249905
149073	1410062
2675	145883
30735	1293075
2345	38232
3470	167745
1519	79614
114	5873
3612613	52069867
8263	360119
519147	4307722
24943	209538
331745	18220867
565418	6930987
686	115772
2117409	21097106
16625	259047
22285	72329
6092	496380
9938827	64133852
4452	416631
39852	802306
2632	174613
9826582	35015862
59231	23203549
940	15443
5138	4505448
91862	2397511
3400	35084
284	169
3174	242650
416	45463
234	24802
35795	419923
24440	483346
1433	107080
17253	884351
502	28206
110	10966
1613	937
1502	34062
1707	80470
356107	5139394
47	15
39	1156
186	11869
219572	2119095
2000	681
508	7227
599	1709
34561	814015
92935	2076709
1180	95703
3279	2934
943	6779
9	272
211	410
38	820
84363	1765369
9580	97827
291	39020
875	69050
60	7497
164	20279
51436	100334
2700	102751
12032	1011326
2965	137388
120	9422
629	27183
565	2424
2546	135870
400	5000
2900058	52270769
877525	9061406
13188	243759
271998	18026496
222425	5535502
8595	108447
37797	1661367
1285499	14745441
1462	142806
149872	1262678
12160	127374
19537	1355494
6906042	32817625
116782	5305111
14876	1791502
6333026	7483776
435779	16759011
1	109157
5578	1369068
90368	1285531
3941	338526
65510	527689
12241	110709
1187	63107
5280	150061
604	34718
129	12781
1476	47940
3882473	61120291
898194	8437505
61730	765885
332124	20241498
292842	6354096
2700	30000
2094	349933
2088312	21741083
2923	266302
171932	1585737
12160	91189
17462	1257064
61881	1341653
35	111
5383	434434
40551	527799
11686	82751
1599	67218
1873	183918
26	2658
124	1282
8	96
521	33934
43	6461
32	991
4429736	72132170
397470	4015358
19483	975210
348819	22336705
687647	10131472
4725	58483
48069	1227722
2164950	24653214
1469	124171
725098	7245258
15210	173495
16797	1191083
	44629674
	44519002
318	53587
	57085
33285	1734672
12700	1177975
19781	435664
804	121033
	40712837
	40667037
274	15110
	30690
21517	2133614
11025	1157693
9845	891543
433	52887
214	31492
	46692961
	46692961
20859	1976168
10220	1141570
9965	733950
674	100648
	42046655
	41916315
2160	109858
	20482
23472	2435142
9440	1071739
14032	1363402
	35430306
	35363808
	66498
15102	1272129
14572	1191752
530	80377
	6408430
	104911
	18499
	2061088
	143816
	353160
	418482
	7100
	49340
	3252035
	6888566
3732	205702
2897	159667
	2552116
11790	649830
4197	231328
2150	118500
	246573
49437	2724850
	7743800
3481	189165
	3416691
1497	81356
2020	109771
4568	248250
712	38666
	645315
55475	3014586
	7464728
	20700
	4362523
907	46142
7057	358925
	8537
3388	172325
915	1920
	2492355
26	1301
	6442015
5708	367685
	2160218
3804	245070
191	12290
7964	513007
104	6720
48698	3137025
3048	105835
42	94
3006	105741
592	25929
592	25929
15097	1527526
8398	1157682
202	135959
6497	233885
31452	4937058
19884	4524615
11568	412443
63624	4314540
2306	159094
2339	297155
58979	3858291
29294	2198493
660	98897
793	56957
18494	728267
2629	177056
1760	98625
4494	1005842
464	32849
69666	5876378
1199	237731
630	72761
13	148868
67424	5297407
400	119611
36074	2835070
778	92359
17619	842798
6196	118428
2225	85100
9256	1696386
2922928	10392952
99536	6425264
2823392	3967688
37800	2735471
83	13097
395	40605
25980	1011076
2635	213480
670	46350
8037	1410863
146701	7626422
146701	7626422
22316	3170876
2112	292979
347	21822
1416	183895
5534	223981
12907	2448200
335555	6206578
1280	209987
171712	467619
3100	190044
590	93197
149611	4675514
8931	568244
331	1972
27466	1864540
74	12087
375	16154
19199	706427
2730	163294
825	41217
4263	925361
9890	1588393
1338	212646
96	103566
426	35832
415	8289
2216	670541
5399	557519
17322	2263678
370	194484
74	108825
4967	190499
563	58834
2050	737939
9298	973097
32761	2791635
1101	150492
16105	449941
2674	866625
12881	1324578
6293	917306
1695	93866
38	42125
450	22279
887	196071
210	21757
1373	389539
1640	151669
14452	1702552
5043	296364
80	96996
1172	73040
316	49803
2548	705548
5293	480802
2395586	5371048
27359	534528
2234918	3586243
133309	1250277
299566	27401693
61279	4470377
23290	2315743
6306	528496
6266	712683
12508	975673
111251	9868446
67608	6445950
11058	2084324
1254	33964
246	8905
1008	25059
35058	15466167
30001	14604959
749	118976
4308	742232
351961	3191575
20945	309042
1711	193080
314711	2338244
14594	351209
148596	565656
138815	262523
389	6091
668	23343
17	491
364	11695
5490	152703
142	3669
2711	105141
	2610811
	5636
5756	318050
5186	286586
520	28750
3178	175605
10047	555177
	252030
	8288
5662	312878
	523457
	3121
2556	141235
34807200	43815826
200	1882
3400	408703
24121400	27889129
6680100	7424640
171900	78490
67300	1790854
600	10035
3758900	5955578
3400	256513
14275	276688
950	13213
253	757
105	1478
115	275
5	310
250	1226
270	5307
7116	213975
26	752
4056	24101
1129	15293
	221597038
	102564423
	3221175
	45941
	9661
	334027
	115405160
301	16652
21659	647208
21659	647208
704361	12993400
19811	360200
1443	17100
21762	1268500
19843	1413500
2975	52200
599693	6249800
13476	860800
1479	185600
1650	16900
22229	2568800
14	880
14	880
3584	13572
3584	13572
63029	4759393
53362	4260083
9667	499310
26860	267090
14580	181999
11991	83980
289	1111
1422691	2344487
8355	164563
17821	885616
9559	598744
179111	52729
1206905	630499
940	12336
700304	2941247
684605	1515051
6897	387876
8802	1038320
3751	4049588
716	1022133
1605	2000093
700	712298
730	315064
	1160268
	2080
	3875
	1053883
1818	100431
412110	5667989
12956	179762
21133	256185
2041	163617
2018	206803
86977	4105877
8400	87658
277760	261310
825	406777
6440	99265
702	18741
272	26681
1546	31518
270	322
3650	22004
10420	480814
380	8236
752	6149
9288	466429
10751	258414
45	1043
10706	257371
46725	349263
34651	135973
1020	760
8929	176774
2125	35755
34703	357704
4821	11150
17020	139902
1457	10116
7848	135896
3557	60639
	54932451
351	19421
	369264
	1590509
1480	21501
	168575
	52763180
	4901317
7291	11035
	4077066
	391532
	421682
64533	28957152
17390	6915317
8293	4971487
38850	17070348
191687	1020160
191687	1020160
5057255	17174797
5057255	17174797
36056	11410216
21791	7963912
143	29877
4569	720061
9553	2696366
84380	6044824
2519	474014
4027	93715
77834	5477095
2713431	5422072
216762	756050
6660	423233
940166	3562244
1549843	680545
8851	506111
4774	353723
1838	57627
2239	94761
8381919	26457389
8670	340353
171164	1316145
7097	365639
768332	11946771
155950	5239892
39849	681816
7230361	6536530
496	30243
217262	29213515
31	6976
348	60272
53	7959
422	69826
10	2257
19	3288
620	132594
49688	17145856
